Species,NCBI Taxon ID,Order,Family,Genus,CE_clathrin,CE_receptor,CE_glycoproteins,other,finished
BeAn 157575 virus,1272938,Mononegavirales,Rhabdoviridae,,0.0,0.0,1.0,0.0,1.0
Kannamangalam virus,1272944,Mononegavirales,Rhabdoviridae,,0.0,0.0,1.0,0.0,1.0
Navarro virus,1272950,Mononegavirales,Rhabdoviridae,,0.0,0.0,1.0,0.0,1.0
Sunrhavirus sandjimba,2956484,Mononegavirales,Rhabdoviridae,Sunrhavirus,0.0,0.0,1.0,0.0,1.0
Guinea fowl circovirus,1267906,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Avipoxvirus BL-2012,1237714,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Cygnet River virus,1151044,Articulavirales,Orthomyxoviridae,,0.0,0.0,1.0,0.0,1.0
Avipoxvirus TMPV,1259810,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Parvovirus AC-2012,1216504,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus strain Elsharqyia_PGPV,1234869,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Duck flavivirus Anhui/2010,1208385,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Small anellovirus,393049,,Anelloviridae,,0.0,1.0,0.0,0.0,1.0
Avipoxvirus FMA-2012,1176578,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Goose adenovirus 5,1170688,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Astrovirus CDB-2012,1166568,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Avian paramyxovirus penguin/Espirito Santo-Brazil/2008,1049185,Mononegavirales,Paramyxoviridae,,0.0,0.0,1.0,0.0,1.0
Guinea fowl astrovirus,1105348,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Avipoxvirus penguin/AP/ARG/2007,1133595,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Picornavirus chicken/CHK1/USA/2010,990662,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Picornavirus chicken/CHK165/USA/2010,990664,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Picornavirus chicken/CHK168/USA/2010,990665,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Picornavirus chicken/CHK175/USA/2010,990666,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Picornavirus turkey/TRK24/USA/2010,990668,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Picornavirus turkey/TRK90/USA/2010,990669,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Picornavirus turkey/TRK91/USA/2010,990670,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Picornavirus chicken/CHK148/USA/2010,990663,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Picornavirus turkey/TRK22/USA/2010,990667,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
South polar skua adenovirus-2,886981,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
South polar skua adenovirus-3,886982,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
South polar skua adenovirus-4,886983,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
South polar skua adenovirus-5,886984,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
south polar skua adenovirus-6,886985,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
Flavivirus strain CJD05,1095754,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Phasianid herpesvirus 1,1098913,Herpesvirales,Orthoherpesviridae,Mardivirus,0.0,0.0,1.0,0.0,1.0
Duck flavivirus strain YY5,1093105,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch_114_10,1090532,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Yaounde-like virus Ave-Ghana/2007,1082545,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Flavivirus CJD05/CHN/2010,1086585,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Flavivirus duck/SD/CHN/2010,1085621,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus 458/HRV/2010,1081802,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus 92/HRV/2009,1081803,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus 109/HRV/2009,1081804,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus 404/HRV/2010,1081805,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus 399/HRV/2010,1081806,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus 478/HRV/2010,1081807,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Duck hemorrhagic ovaritis virus,1070859,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Turkey parvovirus Croatia/Munt/2010,1048870,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Cro/Glog/2010,1048871,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus India/07/2009,1004021,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus India/08/2009,1004022,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus E00/RD,1047191,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus E00/S5,1047192,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus E00/U5,1047193,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus E00/UN,1047194,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus E00/VS,1047195,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus ID8501092,1047199,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus ID8964,1047201,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus ID2757,1047198,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus ID8926,1047200,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus ID9801,1047203,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus ID9081,1047202,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus ID2701,1047197,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pat/07,1047205,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus 2A205643,1047190,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus N624124,1047204,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus EX8221,1047196,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Pigeon picornavirus A,928290,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Parvovirus partridge/PA147/ITA/2008,995017,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Fregata magnificens herpesvirus,576892,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Birnavirus sp.,41996,,Birnaviridae,,0.0,1.0,0.0,0.0,1.0
Avipoxvirus pigeon/CAPM V-101/CZE/1965,856735,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus canary/PT-44463/Portugal/2010,1006327,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Spilornis cheela/Taiwan/2008,1004778,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Calicivirus chicken/V0013/Bayern/2004,1001627,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Calicivirus chicken/V0027/Bayern/2004,1001628,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Avipoxvirus Pox7379,795166,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox10291,795157,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox10302,795158,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox10588,795159,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox10643,795160,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox10716,795161,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox11408,795162,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox11458,795163,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PoxHAAM26,795167,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox12717,795164,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Pox13916,795165,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PoxPV013.3,795168,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Chicken parvovirus Ch5596_7/2010/HUN,881308,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch5596_10/2010/HUN,881305,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch5596_13/2010/HUN,881306,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch5596_18/2010/HUN,881307,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Turkey parvovirus Tu33/2010/HUN,881311,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Turkey parvovirus Tu762/2009/HUN,881312,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch1515/2007/HUN,881302,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch189/2009/HUN,881303,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch538/2009/HUN,881304,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch841_3/2009/HUN,881309,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch852/2009/HUN,881310,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus Ch1514/2007/HUN,881301,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus HNPV/NZL/2002,986718,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus TNPV6/NZL/2009,986719,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PCcPV2/NZL/2007,986720,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus TNPV3/NZL/2007,986722,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PCcPV1/NZL/2006,986723,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus TVPV2/NZL/2008,986724,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus HUPV1/NZL/1992,986725,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PTPV/NZL/2005,986726,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PAPV/NZL/2002,986727,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus TPPV/NZL/2002,986728,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus ZLPV1/NZL/2007,986729,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Parvovirus USP400-9A/Brazil/2010,984282,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP400-8A/Brazil/2010,984281,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP400-4B/Brazil/2010,984280,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP400-2B/Brazil/2010,984279,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP371-4/Brazil/2009,984277,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP371-1/Brazil/2009,984276,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP369-E/Brazil/2009,984275,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP369-D/Brazil/2009,984274,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP391-2/Brazil/2009,984278,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Goose adenovirus Y81G4,944993,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Herpesvirus goose/GAV08/Poland/2008,936150,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Avipoxvirus flamingo/KD09/ZAF,704179,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Common buzzard alphaherpesvirus,690691,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Fowl adenovirus HR4,911322,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Fowl adenovirus HR3,911323,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Fowl adenovirus HR2,911324,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Fowl adenovirus HR1,911325,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Orthoflavivirus louisense,3052468,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus white-tailed eagle/Hokkaido/JPN/2004,880350,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Chicken parvovirus 347/HUN/2008,762506,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus 348/HUN/2008,762507,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus 528/HUN/2009,762508,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus A1/HUN/2009,762509,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus ABU/HUN/2009,762510,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken parvovirus B1/HUN/2009,762511,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Fort Morgan virus,48544,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken11,742974,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken12,742975,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken13,742976,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken14,742977,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken15,742978,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken16,742979,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Circovirus NG_chicken17,742980,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken18,742981,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken19,742982,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken2,742983,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Circovirus NG_chicken20,742984,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Circovirus NG_chicken21,742985,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken22,742986,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken23,742987,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken24,742988,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Circovirus NG_chicken25,742989,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken26,742990,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken3,742991,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken31,742992,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken32,742993,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Circovirus NG_chicken33,742994,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken36,742995,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken37,742996,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Circovirus NG_chicken38,742997,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Circovirus NG_chicken39,742998,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Circovirus NG_chicken5,742999,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken6,743000,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken7,743001,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken8,743002,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Cyclovirus NG_chicken9,743003,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP336-7/Brazil/2009,746113,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Parvovirus USP336-5/Brazil/2009,746112,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus MK1,692273,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus OL1,692274,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Chicken parvovirus 5B8/2009,703584,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Gaviid herpesvirus 1,690285,Herpesvirales,Orthoherpesviridae,Iltovirus,0.0,0.0,1.0,0.0,1.0
Ross River virus,11029,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,0.0,1.0
Rotavirus turkey/MN/D-049317/2007,664644,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-059867/2008,664646,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-007861/2007,664658,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Pat/07,656810,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Cca/07,656811,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Sat/07,656812,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Cch/07,656813,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate ID8964,656814,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate ID8501092,656815,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-007553/2007,661056,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-007554/2007,661057,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-007555/2007,661058,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-007862/2007,661059,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-007863/2007,661060,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-22852/2007,661085,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-035365/2007,661065,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-046159/2007,661066,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-049007/2007,661069,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-052725/2007,661070,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-053540/2007,661071,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-053578/2007,661072,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-053706/2007,661073,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-053853/2007,661074,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-054413/2007,661075,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-055423/2007,661076,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-056058/2007,661079,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-056826/2007,661080,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-058211/2007,661081,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-058212/2007,661082,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-058648/2007,661083,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-059191/2007,661084,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-000818/2008,661052,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-004782/2008,661053,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-005329/2008,661054,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-005331/2008,661055,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-016170/2008,661061,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-016171/2008,661062,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-022564/2008,661063,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-022565/2008,661064,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-047428/2008,661067,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-048814/2008,661068,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-055431/2008,661077,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Rotavirus turkey/MN/D-055471/2008,661078,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus great tit/ER-2008/CZE,569164,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avian nephritis virus 3,640327,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Duck hepatitis virus AP,464094,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Coronavirus Anas/p71/2005/GBR,643397,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
