,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
2867,Alphainfluenzavirus influenzae,Callonetta leucophrys,4,4,0,0
2868,Orthoavulavirus javaense,Fulica,2,2,0,1
2869,Avipoxvirus sp.,Oryzoborus crassirostris,1,1,0,0
2870,Avipoxvirus sp.,Sporophila angolensis,1,1,0,0
2871,Mason Creek virus,Cyanocitta cristata,6,6,0,0
2872,Rotavirus A,Arremon taciturnus,2,2,0,0
2873,Circovirus parrot,Cacatua alba,7,7,0,3
2874,Alphainfluenzavirus influenzae,Falco tinnunculus,24,24,0,0
2875,Alphainfluenzavirus influenzae,Accipiter gentilis schvedowi,8,8,0,0
2876,Alphainfluenzavirus influenzae,Athene noctua,8,8,0,0
2877,Buffalo Bayou virus,Cyanocitta cristata,2,2,0,0
2878,Nyavirus sanjacintoense,Cyanocitta cristata,1,1,0,0
2879,Orthoavulavirus javaense,Turdus merula,10,10,0,1
2880,Bald eagle hepacivirus,Haliaeetus leucocephalus,15,15,0,1
2881,Orthobornavirus alphapsittaciforme,Ara macao,23,23,0,0
2882,Orthobornavirus alphapsittaciforme,Cacatua ophthalmica,6,6,0,0
2883,Orthobornavirus alphapsittaciforme,Ara chloropterus,16,16,0,0
2884,Orthobornavirus alphapsittaciforme,Agapornis personatus,1,1,0,0
2885,Orthobornavirus alphapsittaciforme,Psittacula eupatria,1,1,0,0
2886,Rotavirus A,Columbidae,89,89,0,11
2887,Deltacoronavirus sp.,Spatula discors,3,3,0,0
2888,Gyrovirus chickenanemia,Gallus,1,1,0,1
2889,Avian coronavirus,Anser fabalis,7,7,0,0
2890,Avian coronavirus,Chroicocephalus ridibundus,28,28,0,0
2891,Avian coronavirus,Larus canus,8,8,0,0
2892,Avian coronavirus,Sturnus vulgaris,1,1,0,0
2893,Avian coronavirus,Fulica,1,1,0,0
2894,Avian coronavirus,Anser anser,52,52,0,0
2895,Avian coronavirus,Laridae,1,1,0,0
2896,Avian coronavirus,Aythya fuligula,2,2,0,0
2897,Avian coronavirus,Cygnus olor,25,25,0,0
2898,Deltacoronavirus sp.,Sterna hirundo,1,1,0,0
2899,Deltacoronavirus sp.,Phasianus colchicus,1,1,0,0
2900,Deltacoronavirus sp.,Larus canus,7,7,0,0
2901,Deltacoronavirus sp.,Gallinago gallinago,1,1,0,0
2902,Deltacoronavirus sp.,Larus argentatus,1,1,0,0
2903,Deltacoronavirus sp.,Phalacrocoracidae,1,1,0,0
2904,Fowl adenovirus,Columba sp.,1,1,0,0
2905,Orthoavulavirus javaense,Pica pica,2,2,0,0
2906,Orthoavulavirus javaense,Ichthyaetus ichthyaetus,3,3,0,1
2907,Orthoavulavirus javaense,Phalacrocorax carbo,8,8,0,0
2908,Orthoflavivirus usutuense,Passer montanus,1,1,0,0
2909,Orthoflavivirus usutuense,Panurus biarmicus,1,1,0,0
2910,Alphainfluenzavirus influenzae,Anser cygnoides domesticus,8,8,0,0
2911,Estrildidae adenovirus 2,Poephila acuticauda,1,1,0,0
2912,Estrildidae adenovirus 1,Poephila acuticauda,1,1,0,0
2913,Gouldian finch adenovirus 1,Chloebia gouldiae,4,4,0,0
2914,Alphainfluenzavirus influenzae,Aythya marila,100,100,0,0
2915,Avastrovirus 2,Gallus gallus,67,67,0,2
2916,Orthoavulavirus javaense,Tadorna tadorna,1,1,0,1
2917,Orthoavulavirus javaense,Ardeidae,12,12,0,5
2918,Alphainfluenzavirus influenzae,Butorides striata,8,8,0,0
2919,Psittacine atadenovirus A,Psittacara leucophthalmus,1,1,0,0
2920,Gyrovirus chickenanemia,Neognathae,1,1,0,0
2921,Gyrovirus galga1,Neognathae,1,1,0,0
2922,Gyrovirus homsa1,Neognathae,1,1,0,0
2923,Brazilian bird anellovirus type 1,Neognathae,1,1,0,0
2924,Brazilian bird anellovirus type 2,Neognathae,1,1,0,0
2925,Brazilian bird anellovirus type 3,Neognathae,1,1,0,0
2926,Chaphamaparvovirus avian1,Neognathae,1,1,0,0
2927,Dependoparvovirus avian2,Neognathae,1,1,0,0
2928,Norwalk virus,Neognathae,2,2,0,0
2929,Ciconiid herpesvirus 1,Ciconia ciconia,1,1,0,0
2930,Orthoavulavirus javaense,Calidris pusilla,1,1,0,1
2931,Duck calicivirus 2,Anas platyrhynchos,2,2,0,1
2932,Gull metapneumovirus,Larus marinus,4,4,0,1
2933,Gull coronavirus,Larus marinus,3,3,0,0
2934,Duck calicivirus 2,Anas rubripes,6,6,0,0
2935,Gull metapneumovirus,Larus smithsonianus,1,1,0,0
2936,Gull coronavirus,Larus smithsonianus,1,1,0,0
2937,Orthoflavivirus usutuense,Melanitta nigra,1,1,0,1
2938,Duck picornavirus duck/FC22/China/2017,Anatidae,1,1,0,1
2939,Orthoavulavirus javaense,Calidris ruficollis,1,1,0,0
2940,Red-necked stint avastrovirus,Calidris ruficollis,1,1,0,0
2941,Red-necked stint gallivirus,Calidris ruficollis,1,1,0,0
2942,Red-necked stint Picornavirus B-like,Calidris ruficollis,1,1,0,0
2943,Avian coronavirus MW05,Calidris acuminata,1,1,0,0
2944,Sharp-tailed sandpiper Picornavirus B-like,Calidris acuminata,1,1,0,0
2945,Red-capped plover megrivirus,Charadrius ruficapillus,1,1,0,0
2946,Grey teal calicivirus,Anas gracilis,1,1,0,0
2947,Avian coronavirus,Anas gracilis,12,12,0,0
2948,Grey teal parvovirus,Anas gracilis,1,1,0,0
2949,Grey teal picobirnavirus X,Anas gracilis,2,2,0,0
2950,Grey teal picobirnavirus y,Anas gracilis,2,2,0,0
2951,Grey teal picobirnavirus Z,Anas gracilis,1,1,0,0
2952,Rotavirus F,Anas gracilis,1,1,0,0
2953,Rotavirus G,Anas gracilis,10,10,0,0
2954,Avian coronavirus,Tadorna tadornoides,1,1,0,0
2955,Australian shelduck avian sapelovirus,Tadorna tadornoides,1,1,0,0
2956,Hepatitis B virus,Chenonetta jubata,1,1,0,0
2957,Pink-eared duck avastrovirus,Malacorhynchus membranaceus,1,1,0,0
2958,Pink-eared duck calicivirus II,Malacorhynchus membranaceus,1,1,0,0
2959,Pink-eared duck calicivirus I,Malacorhynchus membranaceus,1,1,0,0
2960,Pink-eared duck megrivirus,Malacorhynchus membranaceus,1,1,0,0
2961,Pink-eared duck picobirnavirus,Malacorhynchus membranaceus,2,2,0,0
2962,Rotavirus G,Malacorhynchus membranaceus,1,1,0,0
2963,Pink-eared duck picornavirus,Malacorhynchus membranaceus,1,1,0,0
2964,Gyrovirus chickenanemia,Anatidae,1,1,0,0
2965,Circovirus parrot,Bolborhynchus lineola,1,1,0,0
2966,Orthoflavivirus usutuense,Pyrrhula pyrrhula,2,2,0,0
2967,Orthoflavivirus usutuense,Pyrrhula erythaca,1,1,0,0
2968,Anatid alphaherpesvirus 1,Anas platyrhynchos,30,30,0,0
2969,Anatid alphaherpesvirus 1,Tadorna tadorna,33,33,0,0
2970,Anatid alphaherpesvirus 1,Cairina moschata,18,18,0,0
2971,Alphainfluenzavirus influenzae,Calidris,62,62,0,0
2972,Orthoflavivirus nilense,Alopochen aegyptiaca,1,1,0,0
2973,Orthoflavivirus nilense,Cygnus olor,1,1,0,0
2974,Orthoavulavirus javaense,Phalacrocorax auritus,13,13,0,3
2975,Fowl aviadenovirus C,Aix galericulata,1,1,0,0
2976,Orthoflavivirus usutuense,Strix aluco,1,1,0,0
2977,Orthoflavivirus usutuense,Columba livia,2,2,0,0
2978,Orthoflavivirus usutuense,Pica pica,2,2,0,0
2979,Orthoflavivirus usutuense,Alopochen aegyptiaca,1,1,0,0
2980,Hepacivirus sp.,Anas platyrhynchos,30,30,0,0
2981,Circovirus duck,Anas,5,5,0,5
2982,Metaavulavirus kazakhstanense,Ichthyaetus ichthyaetus,1,1,0,1
2983,Metaavulavirus kazakhstanense,Chroicocephalus ridibundus,1,1,0,1
2984,Avian coronavirus,Phasianinae,2,2,0,2
2985,Orthoavulavirus javaense,Gyps fulvus,2,2,0,0
2986,Orthoavulavirus javaense,Corythornis cristatus,1,1,0,0
2987,Orthoavulavirus javaense,Numididae,9,9,0,1
2988,Orthoavulavirus javaense,Milvus migrans,1,1,0,0
2989,Avian orthoreovirus,Corvus brachyrhynchos,10,10,0,0
2990,Salmonella phage DaR-2019a,Aves,1,1,0,1
2991,Salmonella phage DaR-2019b,Aves,1,1,0,1
2992,Alphainfluenzavirus influenzae,Columbiformes,8,8,0,0
2993,Alphainfluenzavirus influenzae,Tadorna ferruginea,240,240,0,0
2994,Sindbis virus,Nycticorax nycticorax,1,1,0,0
2995,Sindbis virus,Streptopelia turtur,1,1,0,0
2996,Pernambuco virus,Arenaria interpres,1,1,0,0
2997,Pernambuco mycovirus 1,Arenaria interpres,1,1,0,0
2998,Pernambuco nodavirus,Calidris pusilla,1,1,0,0
2999,Ruddy turnstone astrovirus,Arenaria interpres,1,1,0,0
3000,Ruddy turnstone calicivirus,Arenaria interpres,1,1,0,0
3001,Kedah fatal kidney syndrome virus,Gallus gallus,15,15,0,0
3002,Passerine astrovirus 1,Passeriformes,1,1,0,1
3003,Passerine astrovirus 2,Passeriformes,1,1,0,1
3004,Passerine astrovirus 3,Passeriformes,1,1,0,1
3005,Passerine astrovirus 4,Passeriformes,1,1,0,1
3006,Alphainfluenzavirus influenzae,Pygoscelis papua,8,8,0,0
3007,Alphainfluenzavirus influenzae,Anas diazi,8,8,0,0
3008,Orthoavulavirus javaense,Phalacrocoracidae,125,125,0,8
3009,Orthoavulavirus javaense,Aquila chrysaetos,3,3,0,1
3010,Orthoavulavirus javaense,Pelecanus crispus,1,1,0,1
3011,Alphainfluenzavirus influenzae,Anser anser domesticus,10,10,0,0
3012,Alphainfluenzavirus influenzae,Corvus splendens,25,25,0,0
3013,European roller astrovirus,Coracias garrulus,1,1,0,1
3014,Avibirnavirus gumboroense,Meleagris gallopavo,12,12,0,0
3015,Puffin papillomavirus 1,Fratercula arctica,3,3,0,1
3016,Duck papillomavirus 3,Anas platyrhynchos,2,2,0,1
3017,Gull papillomavirus 1,Larus smithsonianus,9,9,0,1
3018,Kittiwake papillomavirus 2,Rissa tridactyla,1,1,0,1
3019,Duck papillomavirus 3,Anas rubripes,11,11,0,0
3020,Gull papillomavirus 2,Larus smithsonianus,2,2,0,0
3021,Gull papillomavirus 2,Larus marinus,1,1,0,0
3022,Gull papillomavirus 3,Larus smithsonianus,1,1,0,0
3023,Kittiwake papillomavirus 1,Rissa tridactyla,2,2,0,0
3024,Kittiwake papillomavirus 3,Rissa tridactyla,1,1,0,0
3025,Kittiwake papillomavirus 4,Rissa tridactyla,4,4,0,0
3026,Kittiwake papillomavirus 5,Rissa tridactyla,1,1,0,0
3027,Kittiwake papillomavirus 6,Rissa tridactyla,1,1,0,0
3028,Kittiwake papillomavirus 7,Rissa tridactyla,1,1,0,0
3029,Gammapolyomavirus avis,Psittacula eupatria,2,2,0,2
3030,Alphainfluenzavirus influenzae,Columba guinea,8,8,0,0
3031,Alphainfluenzavirus influenzae,Threskiornis aethiopicus,19,19,0,0
3032,Duck atadenovirus A,Aves,1,1,0,0
3033,Gammapolyomavirus avis,Taeniopygia guttata,1,1,0,0
3034,Avulavirus sp.,Pygoscelis adeliae,23,23,0,0
3035,Avulavirus sp.,Pygoscelis antarcticus,1,1,0,0
3036,Metapneumovirus avis,Myiopsitta monachus,1,1,0,1
3037,Sindbis virus,Columba palumbus,1,1,0,1
3038,Cyclovirus kacsa,Podiceps cristatus,2,2,0,2
3039,Cyclovirus kacsa,Anser erythropus,1,1,0,1
3040,Garrulus glandarius associated circular virus 1,Anas crecca,1,1,0,1
3041,Circovirus goose,Anas platyrhynchos,2,2,0,1
3042,Circovirus goose,Anser albifrons,2,2,0,2
3043,Chicken circovirus SDWF,Gallus gallus,1,1,0,1
3044,Orthoflavivirus nilense,Spinus tristis,4,4,0,3
3045,Orthoflavivirus nilense,Poecile atricapillus,2,2,0,1
3046,Fowlpox virus,Spatula querquedula,1,1,0,0
3047,Orthoavulavirus javaense,Botaurus stellaris,1,1,0,0
3048,Orthoflavivirus nilense,Accipiter striatus,10,10,0,1
3049,Orthoflavivirus nilense,Buteo lineatus,5,5,0,0
3050,Orthoflavivirus nilense,Pica nuttalli,4,4,0,0
3051,Orthoflavivirus nilense,Baeolophus inornatus,1,1,0,0
3052,Orthoflavivirus nilense,Pheucticus melanocephalus,1,1,0,0
3053,Orthoflavivirus nilense,Calypte costae,1,1,0,0
3054,Orthoflavivirus nilense,Zenaida macroura,6,6,0,3
3055,Orthoflavivirus nilense,Parulidae,1,1,0,0
3056,Orthoflavivirus nilense,Falco sparverius,6,6,0,4
3057,Orthobornavirus alphapsittaciforme,Primolius maracana,1,1,0,0
3058,Alphainfluenzavirus influenzae,Parus major,8,8,0,8
3059,Alphainfluenzavirus influenzae,Otis tarda,8,8,0,8
3060,Avipoxvirus sp.,Zenaida macroura,12,12,0,0
3061,Fowlpox virus,Corvus brachyrhynchos,4,4,0,0
3062,Avipoxvirus sp.,Colinus virginianus,1,1,0,0
3063,Avipoxvirus sp.,Haliaeetus leucocephalus,1,1,0,0
3064,Avipoxvirus sp.,Aix sponsa,1,1,0,0
3065,Avipoxvirus sp.,Melanospiza bicolor,1,1,0,0
3066,Avipoxvirus sp.,Empidonax sp.,1,1,0,0
3067,Avipoxvirus sp.,Lanius ludovicianus,1,1,0,0
3068,Circovirus parrot,Platycercus eximius,18,18,0,15
3069,Circovirus parrot,Alisterus scapularis,11,11,0,9
3070,Reticuloendotheliosis virus,Meleagris gallopavo silvestris,2,2,0,0
3071,Avian orthoreovirus,Ciconia ciconia,6,6,0,0
3072,Avian orthoreovirus,Ardea cinerea,1,1,0,0
3073,Avian orthoreovirus,Larus argentatus,1,1,0,0
3074,Avian orthoreovirus,Strix aluco,1,1,0,0
3075,Avian orthoreovirus,Coloeus monedula,2,2,0,0
3076,Circovirus goose,Larus argentatus,3,3,0,0
3077,Circovirus goose,Columba livia,3,3,0,0
3078,Circovirus goose,Ciconia ciconia,4,4,0,0
3079,Circovirus goose,Fringilla montifringilla,1,1,0,0
3080,Circovirus goose,Coloeus monedula,1,1,0,0
3081,Blue tit circovirus,Cyanistes caeruleus,1,1,0,0
3082,Gammacoronavirus sp.,Galliformes,4,4,0,0
3083,Avastrovirus 3,Phasianinae,1,1,0,0
3084,Fowl aviadenovirus A,Aves,1,1,0,1
3085,Kammavanpettai virus,Sturnia pagodarum,10,10,0,0
3086,Alphainfluenzavirus influenzae,Grus virgo,16,16,0,0
3087,Orthoflavivirus tembusu,Anatidae sp.,2,2,0,2
3088,Avian leukosis virus,Aves,25,25,0,0
3089,Mardivirus gallidalpha2,Strix uralensis,1,1,0,0
3090,Bubo bubo herpesvirus,Bubo bubo,1,1,0,0
3091,Avian polyomavirus,Columbidae,1,1,0,1
3092,Orthoflavivirus nilense,Bubo virginianus,17,17,0,11
3093,Orthoflavivirus nilense,Pica hudsonia,1,1,0,1
3094,Orthoflavivirus nilense,Buteo jamaicensis,11,11,0,9
3095,Orthoflavivirus nilense,Baeolophus bicolor,2,2,0,2
3096,Alphainfluenzavirus influenzae,Tringa semipalmata,16,16,0,0
3097,Alphainfluenzavirus influenzae,Larus schistisagus,30,30,0,0
3098,Avastrovirus 2,Recurvirostra novaehollandiae,2,2,0,0
3099,Avian coronavirus,Recurvirostra novaehollandiae,1,1,0,0
3100,Avihepatovirus sp.,Anas,1,1,0,0
3101,Avocet calicivirus,Recurvirostra novaehollandiae,1,1,0,0
3102,Avocet megrivirus,Recurvirostra novaehollandiae,2,2,0,0
3103,Avocet picornavirus,Recurvirostra novaehollandiae,1,1,0,0
3104,Avocet picornavirus B,Recurvirostra novaehollandiae,3,3,0,0
3105,Duck calicivirus,Anas,1,1,0,0
3106,Duck rhabdovirus,Anas,1,1,0,0
3107,Rotavirus D,Anas,11,11,0,0
3108,Rotavirus G,Recurvirostra novaehollandiae,11,11,0,0
3109,Ruddy turnstone calicivirus A,Arenaria interpres,1,1,0,0
3110,Ruddy turnstone calicivirus B,Arenaria interpres,1,1,0,0
3111,Ruddy turnstone rotavirus,Arenaria interpres,11,11,0,0
3112,Shelduck calicivirus,Tadorna tadornoides,1,1,0,0
3113,Shelduck picobirnavirus I,Tadorna tadornoides,2,2,0,0
3114,Shelduck picobirnavirus II,Tadorna tadornoides,2,2,0,0
3115,Shelduck picobirnavirus III,Tadorna tadornoides,1,1,0,0
3116,Shelduck rhabdovirus,Tadorna tadornoides,1,1,0,0
3117,Gammapolyomavirus anseris,Columba livia,3,3,0,0
3118,Gammapolyomavirus anseris,Coloeus monedula,1,1,0,0
3119,Gammapolyomavirus anseris,Ciconia ciconia,14,14,0,0
3120,Alphainfluenzavirus influenzae,Chlidonias leucopterus,8,8,0,0
3121,Avian orthoreovirus,Cygnus olor,2,2,0,0
3122,Avian orthoreovirus,Falco peregrinus,1,1,0,0
3123,Avian orthoreovirus,Aquila chrysaetos,1,1,0,0
3124,Avian orthoreovirus,Coccothraustes coccothraustes,1,1,0,0
3125,Avian orthoreovirus,Sylvia atricapilla,1,1,0,0
3126,Avian orthoreovirus,Columba livia,1,1,0,0
3127,Fowlpox virus,Meleagris gallopavo merriami,4,4,0,4
3128,Gammapolyomavirus anseris,Larus argentatus,5,5,0,0
3129,Gammapolyomavirus anseris,Ardea cinerea,2,2,0,0
3130,Avian orthoreovirus,Buteo buteo,1,1,0,0
3131,Etapapillomavirus 1,Fringilla coelebs,29,29,0,0
3132,Etapapillomavirus 1,Pyrrhula pyrrhula,2,2,0,0
3133,Etapapillomavirus 1,Carduelis carduelis,1,1,0,0
3134,Etapapillomavirus 1,Chloris chloris,1,1,0,0
3135,Avian bornavirus,Pionites leucogaster,1,1,0,0
3136,Avian bornavirus,Eupsittula aurea,1,1,0,0
3137,Avian bornavirus,Amazona brasiliensis,1,1,0,0
3138,Orthoavulavirus javaense,Anas,12,12,0,4
3139,Alphainfluenzavirus influenzae,Numida,4,4,0,0
3140,Alphainfluenzavirus influenzae,Sarkidiornis sylvicola,8,8,0,0
3141,Foot-and-mouth disease virus,Columba livia,1,1,0,0
3142,Psittacine siadenovirus D,Nymphicus hollandicus,1,1,0,0
3143,Sindbis virus,Bubulcus ibis,1,1,0,1
3144,Sindbis virus,Somateria mollissima,1,1,0,1
3145,Alphainfluenzavirus influenzae,Podiceps cristatus,56,56,0,0
3146,Orthoavulavirus upoense,Anser sp.,1,1,0,1
3147,Dalvirus anatis,Anas,1,1,0,1
3148,Avian leukosis virus,Sibirionetta formosa,10,10,0,0
3149,Avian leukosis virus,Anas platyrhynchos,4,4,0,0
3150,Paraavulavirus hongkongense,Anas,22,22,0,0
3151,Orthoavulavirus javaense,Streptopelia decaocto,40,40,0,23
3152,Avipoxvirus clade C,Psittaciformes,2,2,0,0
3153,Hapavirus flanders,Branta canadensis,1,1,0,1
3154,Alphainfluenzavirus influenzae,Rallidae,1,1,0,0
3155,Reticuloendotheliosis virus,Numididae,1,1,0,0
3156,Rotavirus D,Calidris pusilla,1,1,0,0
3157,Alphainfluenzavirus influenzae,Spatula platalea,8,8,0,0
3158,Alphainfluenzavirus influenzae,Chloephaga picta,8,8,0,0
3159,Alphainfluenzavirus influenzae,Leucophaeus scoresbii,8,8,0,0
3160,Balagodu virus,Ardeola grayii,3,3,0,0
3161,Paraavulavirus hongkongense,Aix galericulata,1,1,0,1
3162,Eagle poxvirus,Haliaeetus pelagicus,1,1,0,0
3163,Quail deltacoronavirus,Coturnix japonica,1,1,0,1
3164,Alphainfluenzavirus influenzae,Tringa totanus,10,10,0,0
3165,Cyclovirus kacsa,Gallus gallus,4,4,0,4
3166,Chicken chapparvovirus 1,Gallus gallus,1,1,0,0
3167,Enterovirus F,Gallus gallus,2,2,0,0
3168,Alphainfluenzavirus influenzae,Haematopus palliatus,32,32,0,0
3169,Rotavirus G,Columbidae,22,22,0,0
3170,Orthoavulavirus javaense,Asio otus,6,6,0,1
3171,Orthoavulavirus javaense,Buteo rufinus rufinus,3,3,0,0
3172,Orthoavulavirus javaense,Falco naumanni,1,1,0,0
3173,Venezuelan equine encephalitis virus,Aves,1,1,0,0
3174,Eastern equine encephalitis virus,Aves,6,6,0,0
3175,Hepatitis E virus,Passeridae,1,1,0,1
3176,Orthobornavirus serini,Basileuterus culicivorus,1,1,0,0
3177,Alphainfluenzavirus influenzae,Muscicapa,8,8,0,0
3178,Dependoparvovirus anseriform1,Anser cygnoides,2,2,0,1
3179,Duck parvovirus NM100,Cairina moschata,1,1,0,1
3180,Sparrow deltacoronavirus,Passeridae,4,4,0,4
3181,Orthoflavivirus tembusu,Tadorna,1,1,0,1
3182,Avipoxvirus sp.,Gyps fulvus,2,2,0,0
3183,Orthoflavivirus nilense,Accipiter nisus,2,2,0,1
3184,Gyrovirus 10,Chauna torquata,44,44,0,0
3185,Gammacoronavirus sp.,Anas superciliosa,3,3,0,0
3186,Metaavulavirus hongkongense,Anas superciliosa,26,26,0,0
3187,Deltacoronavirus sp.,Anas superciliosa,9,9,0,0
3188,Aviadenovirus sp.,Anas superciliosa,13,13,0,0
3189,Alphachrysovirus shuangaoense,Cairina moschata,4,4,0,0
3190,Culex negev-like virus 3,Cairina moschata,3,3,0,0
3191,RNA virus sp.,Cairina moschata,3,3,0,0
3192,Adeno-associated virus,Anas superciliosa,3,3,0,0
3193,Justusliebigvirus phi92,Cairina moschata,1,1,0,0
3194,Griffon vulture papillomavirus,Gyps fulvus,1,1,0,0
3195,Rotavirus A,Aves,105,105,0,0
3196,Alphainfluenzavirus influenzae,Cygnus bewickii,121,121,0,0
3197,Antarctic picorna-like virus,Anser anser,1,1,0,0
3198,Rotavirus D,Anas platyrhynchos,1,1,0,0
3199,Avian nephritis virus,Aves,12,12,0,0
3200,Chicken astrovirus,Aves,40,40,0,0
3201,Alphainfluenzavirus influenzae,Chloris chloris,1,1,0,0
3202,Alphainfluenzavirus influenzae,Sialia,1,1,0,0
3203,Fowlpox virus,Galliformes,3,3,0,0
3204,Fowlpox virus,Phasianinae,3,3,0,0
3205,Alphainfluenzavirus influenzae,Himantopus himantopus,8,8,0,8
3206,Falcon coronavirus UAE-HKU27,Falco,1,1,0,1
3207,Houbara coronavirus UAE-HKU28,Chlamydotis,1,1,0,1
3208,Pigeon coronavirus UAE-HKU29,Columbidae,1,1,0,1
3209,Quail coronavirus UAE-HKU30,Galliformes,2,2,0,2
3210,Canarypox virus,Plectrophenax nivalis,1,1,0,1
3211,Strigid herpesvirus 1,Bubo virginianus,1,1,0,0
3212,Avian coronavirus,Calidris ferruginea,4,4,0,0
3213,Avian coronavirus,Anas superciliosa,11,11,0,0
3214,Avian coronavirus,Egretta picata,5,5,0,0
3215,Avian coronavirus,Tadorna radjah,1,1,0,0
3216,Avian coronavirus,Calidris ruficollis,11,11,0,0
3217,Avian coronavirus,Arenaria interpres,23,23,0,0
3218,Pigeon adenovirus FJ2017,Columbidae,1,1,0,0
3219,Gammacoronavirus sp.,Arenaria interpres,1,1,0,0
3220,Deltacoronavirus sp.,Arenaria interpres,1,1,0,0
3221,Avian coronavirus,Passer domesticus,3,3,0,0
3222,Avian coronavirus,Bubulcus ibis,15,15,0,0
3223,Alphainfluenzavirus influenzae,Dendrocygna javanica,32,32,0,0
3224,Orthoflavivirus nilense,Falco,4,4,0,2
3225,Orthoavulavirus javaense,Acrocephalus dumetorum,1,1,0,0
3226,Rotavirus G,Meleagris gallopavo,22,22,0,21
3227,Chicken gallivirus 1,Gallus gallus,1,1,0,0
3228,Phacovirus sp.,Gallus gallus,2,2,0,0
3229,unclassified avian avulavirus strain musk lorikeet/Melbourne/ML22-141263/2014,Glossopsitta concinna,1,1,0,0
3230,Cacatuid alphaherpesvirus 1,Cacatua galerita,1,1,0,0
3231,Podargid alphaherpesvirus 1,Podargus strigoides,1,1,0,0
3232,Alphainfluenzavirus influenzae,Ortalis vetula,15,15,0,0
3233,Alphainfluenzavirus influenzae,Amazona albifrons,1,1,0,0
3234,Orthoavulavirus javaense,Accipiter gularis,4,4,0,1
3235,Orthoavulavirus javaense,Buteo lagopus lagopus,8,8,0,2
3236,Alphainfluenzavirus influenzae,Chroicocephalus cirrocephalus,8,8,0,0
3237,Fowl aviadenovirus E,Falco,2,2,0,0
3238,Fowl aviadenovirus D,Falco,1,1,0,0
3239,Gammapolyomavirus anseris,Buteo buteo,1,1,0,0
3240,Circoviridae TaCV1,Thraupis episcopus,1,1,0,1
3241,Circoviridae TaCV2,Thraupis episcopus,1,1,0,1
3242,Orthobunyavirus gamboaense,Columbidae,3,3,0,0
3243,Fowlpox virus,Buteo buteo,3,3,0,0
3244,Alphainfluenzavirus influenzae,Falco,18,18,0,0
3245,Orthobunyavirus gamboaense,Geotrygon montana,3,3,0,0
3246,Neotropic cormorant aviadenovirus,Phalacrocorax brasilianus,1,1,0,0
3247,Neotropic cormorant herpesvirus,Phalacrocorax brasilianus,2,2,0,0
3248,Avian coronavirus,Phalacrocorax brasilianus,7,7,0,0
3249,Duck astrovirus GII.A,Anas platyrhynchos,1,1,0,1
3250,Lymphoproliferative disease virus,Meleagris gallopavo silvestris,10,10,0,0
3251,Avisivirus AVE052/AsV,Gallus gallus,1,1,0,1
3252,Crahelivirus A,Grus japonensis,1,1,0,1
3253,Chaphamaparvovirus gruiform1,Grus japonensis,1,1,0,1
3254,Chaphamaparvovirus gruiform2,Grus japonensis,1,1,0,1
3255,Chaphamaparvovirus gruiform3,Grus japonensis,1,1,0,1
3256,Chaphamaparvovirus gruiform4,Grus japonensis,1,1,0,1
3257,Caliciviridae sp.,Grus japonensis,1,1,0,0
3258,Circovirus sp.,Grus japonensis,4,4,0,4
3259,Alphainfluenzavirus influenzae,Gallus,1,1,0,0
3260,Avian coronavirus,Calidris alba,1,1,0,0
3261,Rynchops niger coronavirus,Rynchops niger,1,1,0,0
3262,Anser cygnoides coronavirus,Anser cygnoides,3,3,0,0
3263,Rotavirus A,Numididae,71,71,0,0
3264,Rotavirus A,Anatidae,5,5,0,0
3265,Rotavirus D,Numididae,2,2,0,0
3266,Avian coronavirus,Larus argentatus,5,5,0,0
3267,Avian coronavirus,Columba sp.,2,2,0,0
3268,Avian coronavirus,Clangula hyemalis,1,1,0,0
3269,Avian coronavirus,Cygnus cygnus,2,2,0,0
3270,Avian coronavirus,Larus fuscus,1,1,0,0
3271,Fowl aviadenovirus C,Aves,10,10,0,1
3272,Alphainfluenzavirus influenzae,Coturnix japonica,25,25,0,8
3273,Avipoxvirus sp.,Diomedea exulans,2,2,0,0
3274,Gammapolyomavirus pypyrrhula,Taeniopygia guttata,6,6,0,0
3275,Gammapolyomavirus pypyrrhula,Chloebia gouldiae,6,6,0,1
3276,Gammapolyomavirus pypyrrhula,Serinus canaria,3,3,0,0
3277,Gammapolyomavirus pypyrrhula,Uraeginthus bengalus,2,2,0,0
3278,Gammapolyomavirus pypyrrhula,Amandava amandava,1,1,0,0
3279,Gammapolyomavirus pypyrrhula,Serinus leucopygius,1,1,0,0
3280,Gammapolyomavirus pypyrrhula,Carduelis carduelis,4,4,0,1
3281,Gammapolyomavirus secanaria,Taeniopygia guttata,8,8,0,2
3282,Gammapolyomavirus secanaria,Carduelis carduelis,5,5,0,2
3283,Gammapolyomavirus secanaria,Pyrrhula pyrrhula,1,1,0,0
3284,Gammapolyomavirus secanaria,Spinus cucullatus,1,1,0,0
3285,Gammapolyomavirus pypyrrhula,Bathilda ruficauda,1,1,0,1
3286,Gammapolyomavirus pypyrrhula,Neochmia temporalis,1,1,0,1
3287,Avastrovirus 2,Anous tenuirostris,1,1,0,0
3288,Alphainfluenzavirus influenzae,Ixobrychus eurhythmus,8,8,0,0
3289,Alphainfluenzavirus influenzae,Grus nigricollis,10,10,0,8
3290,Circovirus parrot,Aquila audax,1,1,0,1
3291,Circovirus parrot,Haliaeetus leucogaster,1,1,0,1
