,Organism Name,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
15309,Influenza A virus (A/chicken/Jiangxi/13214/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15310,Influenza A virus (A/chicken/Jiangxi/13218/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15311,Influenza A virus (A/chicken/Jiangxi/13222/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15312,Influenza A virus (A/chicken/Jiangxi/13242/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15313,Influenza A virus (A/chicken/Jiangxi/13248/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15314,Influenza A virus (A/chicken/Jiangxi/13256/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15315,Influenza A virus (A/chicken/Jiangxi/13263/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15316,Influenza A virus (A/chicken/Jiangxi/13275/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15317,Influenza A virus (A/chicken/Jiangxi/1232/2014(H10N8)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15318,Influenza A virus (A/chicken/Jiangxi/1270/2014(H10N8)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15319,Influenza A virus (A/chicken/Jiangxi/1279/2014(H10N8)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15320,Influenza A virus (A/chicken/Jiangxi/3152/2014(H10N8)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15321,Influenza A virus (A/chicken/Jiangxi/5195/2014(H10N8)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15322,Influenza A virus (A/chicken/Shenzhen/715/2013(H5N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15323,Influenza A virus (A/chicken/Shenzhen/1061/2013(H5N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15324,Influenza A virus (A/chicken/Shenzhen/2269/2013(H5N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15325,Influenza A virus (A/chicken/Dongguan/2690/2013(H5N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15326,Influenza A virus (A/chicken/Dongguan/3363/2013(H5N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15327,Influenza A virus (A/duck/Jiangxi/33637/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15328,Influenza A virus (A/duck/Jiangxi/33651/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15329,Influenza A virus (A/duck/Jiangxi/33663/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15330,Influenza A virus (A/duck/Jiangxi/33665/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15331,Influenza A virus (A/duck/Jiangxi/33695/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15332,Influenza A virus (A/duck/Jiangxi/33699/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15333,Influenza A virus (A/duck/Jiangxi/33713/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15334,Influenza A virus (A/duck/Jiangxi/33753/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15335,Influenza A virus (A/duck/Jiangxi/33757/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15336,Influenza A virus (A/duck/Jiangxi/33759/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15337,Influenza A virus (A/duck/Jiangxi/33763/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15338,Influenza A virus (A/duck/Jiangxi/33765/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15339,Influenza A virus (A/duck/Jiangxi/33769/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15340,Influenza A virus (A/duck/Jiangxi/33775/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15341,Influenza A virus (A/duck/Jiangxi/33777/2013(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15342,Influenza A virus (A/duck/Jiangxi/36485/2013(H9N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15343,Influenza A virus (A/duck/Jiangxi/36487/2013(H9N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15344,Influenza A virus (A/duck/Jiangxi/36489/2013(H9N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15345,Influenza A virus (A/duck/Jiangxi/36501/2013(H9N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15346,Influenza A virus (A/chicken/Jiangxi/13197/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15347,Influenza A virus (A/chicken/Jiangxi/13199/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15348,Influenza A virus (A/chicken/Jiangxi/13201/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15349,Influenza A virus (A/chicken/Jiangxi/13205/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15350,Influenza A virus (A/chicken/Jiangxi/13213/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15351,Influenza A virus (A/chicken/Jiangxi/13217/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15352,Influenza A virus (A/chicken/Jiangxi/13221/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15353,Influenza A virus (A/chicken/Jiangxi/13231/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15354,Influenza A virus (A/chicken/Jiangxi/13235/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15355,Influenza A virus (A/chicken/Jiangxi/13238/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15356,Influenza A virus (A/chicken/Jiangxi/13240/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15357,Influenza A virus (A/chicken/Jiangxi/13241/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15358,Influenza A virus (A/chicken/Jiangxi/13247/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15359,Influenza A virus (A/chicken/Jiangxi/13249/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15360,Influenza A virus (A/chicken/Jiangxi/13251/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15361,Influenza A virus (A/chicken/Jiangxi/13258/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15362,Influenza A virus (A/chicken/Jiangxi/13264/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15363,Influenza A virus (A/chicken/Jiangxi/13266/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15364,Influenza A virus (A/chicken/Jiangxi/13274/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15365,Influenza A virus (A/duck/Jiangxi/13469/2014(H5N6)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15366,Influenza A virus (A/duck/Jiangxi/13475/2014(H5N6)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15367,Influenza A virus (A/duck/Jiangxi/13484/2014(H5N6)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15368,Influenza A virus (A/chicken/Jiangxi/14512/2014(H10N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15369,Influenza A virus (A/black chicken/Jiangxi/10129/2014(H5N6)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15370,Influenza A virus (A/chicken/Jiangxi/18474/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15371,Influenza A virus (A/chicken/Jiangxi/18926/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15372,Influenza A virus (A/chicken/Jiangxi/18955/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15373,Influenza A virus (A/chicken/Jiangxi/19912/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15374,Influenza A virus (A/chicken/Jiangxi/19967/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15375,Influenza A virus (A/chicken/Jiangxi/19982/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15376,Influenza A virus (A/chicken/Jiangxi/20471/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15377,Influenza A virus (A/chicken/Shenzhen/712/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15378,Influenza A virus (A/chicken/Shenzhen/2072/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15379,Influenza A virus (A/chicken/Dongguan/4190/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,14,14,0,0
15380,Influenza A virus (A/duck/Ningbo/3262/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,10,10,0,0
15381,Influenza A virus (A/chicken/Dongguan/2818/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15382,Influenza A virus (A/chicken/Jiangxi/10122/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,14,14,0,0
15383,Influenza A virus (A/black chicken/Jiangxi/10131/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15384,Influenza A virus (A/black chicken/Jiangxi/10136/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,16,16,0,0
15385,Influenza A virus (A/black chicken/Jiangxi/10139/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15386,Influenza A virus (A/chicken/Jiangxi/23786/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15387,Influenza A virus (A/chicken/Jiangxi/25941/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15388,Influenza A virus (A/chicken/Dongguan/1100/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15389,Influenza A virus (A/chicken/Jiangxi/1208/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15390,Influenza A virus (A/chicken/Jiangxi/1209/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,13,13,0,0
15391,Influenza A virus (A/chicken/Jiangxi/1271/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,13,13,0,0
15392,Influenza A virus (A/chicken/Jiangxi/1286/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15393,Influenza A virus (A/chicken/Jiangxi/1287/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15394,Influenza A virus (A/chicken/Jiangxi/23241/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15395,Influenza A virus (A/chicken/Jiangxi/23273/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15396,Influenza A virus (A/chicken/Jiangxi/31860/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15397,Influenza A virus (A/chicken/Jiangxi/36223/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15398,Influenza A virus (A/chicken/Jiangxi/36227/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15399,Influenza A virus (A/chicken/Jiangxi/36242/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15400,Influenza A virus (A/chicken/Jiangxi/36257/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,13,13,0,0
15401,Influenza A virus (A/chicken/Jiangxi/36266/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15402,Influenza A virus (A/chicken/Jiangxi/6717/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,16,16,0,0
15403,Influenza A virus (A/duck/Jiangxi/17142/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,21,21,0,0
15404,Influenza A virus (A/duck/Jiangxi/262/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,11,11,0,0
15405,Influenza A virus (A/duck/Jiangxi/27793/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,12,12,0,0
15406,Influenza A virus (A/duck/Jiangxi/278/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,15,15,0,0
15407,Influenza A virus (A/duck/Jiangxi/285/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,13,13,0,0
15408,Influenza A virus (A/duck/Jiangxi/29297/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,12,12,0,0
15409,Influenza A virus (A/duck/Jiangxi/29301/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,14,14,0,0
15410,Influenza A virus (A/duck/Jiangxi/32180/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,11,11,0,0
15411,Influenza A virus (A/duck/Jiangxi/34846/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,11,11,0,0
15412,Influenza A virus (A/duck/Jiangxi/34864/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,14,14,0,0
15413,Influenza A virus (A/duck/Jiangxi/3961/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,14,14,0,0
15414,Influenza A virus (A/duck/Jiangxi/5423/2014(mixed)),Alphainfluenzavirus influenzae,Anatidae,13,13,0,0
15415,Influenza A virus (A/duck/Jiangxi/5460/2014(mixed)),Alphainfluenzavirus influenzae,Anatidae,10,10,0,0
15416,Influenza A virus (A/duck/Jiangxi/5575/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,11,11,0,0
15417,Influenza A virus (A/duck/Jiangxi/5576/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,9,9,0,0
15418,Influenza A virus (A/duck/Jiangxi/5581/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,9,9,0,0
15419,Influenza A virus (A/duck/Jiangxi/6613/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,15,15,0,0
15420,Influenza A virus (A/chicken/Jiangxi/1206/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15421,Influenza A virus (A/chicken/Jiangxi/1214/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15422,Influenza A virus (A/chicken/Jiangxi/1218/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15423,Influenza A virus (A/chicken/Jiangxi/1288/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15424,Influenza A virus (A/chicken/Jiangxi/20420/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15425,Influenza A virus (A/chicken/Jiangxi/23772/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15426,Influenza A virus (A/chicken/Jiangxi/36225/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15427,Influenza A virus (A/chicken/Jiangxi/36240/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15428,Influenza A virus (A/chicken/Jiangxi/36247/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,13,13,0,0
15429,Influenza A virus (A/chicken/Jiangxi/36256/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15430,Influenza A virus (A/chicken/Jiangxi/36274/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15431,Influenza A virus (A/chicken/Jiangxi/36278/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15432,Influenza A virus (A/chicken/Jiangxi/6741/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,13,13,0,0
15433,Influenza A virus (A/chicken/Jiangxi/8271/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15434,Influenza A virus (A/chicken/Jiangxi/13196/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15435,Influenza A virus (A/chicken/Jiangxi/13198/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15436,Influenza A virus (A/chicken/Jiangxi/13211/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,13,13,0,0
15437,Influenza A virus (A/chicken/Jiangxi/13232/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15438,Influenza A virus (A/chicken/Jiangxi/13237/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,14,14,0,0
15439,Influenza A virus (A/chicken/Jiangxi/13253/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15440,Influenza A virus (A/chicken/Jiangxi/13257/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15441,Influenza A virus (A/chicken/Jiangxi/13270/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15442,Influenza A virus (A/chicken/Jiangxi/13272/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15443,Influenza A virus (A/chicken/Jiangxi/1225/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15444,Influenza A virus (A/chicken/Jiangxi/1226/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15445,Influenza A virus (A/chicken/Jiangxi/1242/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15446,Influenza A virus (A/chicken/Jiangxi/1243/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15447,Influenza A virus (A/chicken/Jiangxi/1244/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15448,Influenza A virus (A/chicken/Jiangxi/1247/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15449,Influenza A virus (A/chicken/Jiangxi/1250/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15450,Influenza A virus (A/chicken/Jiangxi/1255/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15451,Influenza A virus (A/chicken/Jiangxi/1257/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15452,Influenza A virus (A/chicken/Jiangxi/1267/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15453,Influenza A virus (A/chicken/Jiangxi/1269/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15454,Influenza A virus (A/chicken/Jiangxi/3119/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15455,Influenza A virus (A/chicken/Jiangxi/36286/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15456,Influenza A virus (A/chicken/Jiangxi/36291/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15457,Influenza A virus (A/chicken/Jiangxi/36293/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15458,Influenza A virus (A/duck/Jiangxi/36477/2013(mixed)),Alphainfluenzavirus influenzae,Anatidae,9,9,0,0
15459,Influenza A virus (A/chicken/Jiangxi/13203/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15460,Influenza A virus (A/chicken/Jiangxi/13204/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15461,Influenza A virus (A/chicken/Jiangxi/13206/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15462,Influenza A virus (A/chicken/Jiangxi/13212/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15463,Influenza A virus (A/chicken/Jiangxi/13215/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15464,Influenza A virus (A/chicken/Jiangxi/13216/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15465,Influenza A virus (A/chicken/Jiangxi/13219/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15466,Influenza A virus (A/chicken/Jiangxi/13228/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15467,Influenza A virus (A/chicken/Jiangxi/13233/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,12,12,0,0
15468,Influenza A virus (A/chicken/Jiangxi/13244/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15469,Influenza A virus (A/chicken/Jiangxi/13246/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
15470,Influenza A virus (A/chicken/Jiangxi/13259/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15471,Influenza A virus (A/chicken/Jiangxi/13260/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15472,Influenza A virus (A/chicken/Jiangxi/13262/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,9,9,0,0
15473,Influenza A virus (A/chicken/Jiangxi/13271/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,15,15,0,0
15474,Influenza A virus (A/chicken/Jiangxi/1203/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15475,Influenza A virus (A/chicken/Jiangxi/1289/2014(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,11,11,0,0
15476,Influenza A virus (A/duck/Jiangxi/27314/2012(H10N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
15477,Influenza A virus (A/chicken/Jiangxi/36263/2013(mixed)),Alphainfluenzavirus influenzae,Gallus gallus,10,10,0,0
15478,Influenza A virus (A/duck/Jiangxi/5879/2008(mixed)),Alphainfluenzavirus influenzae,Anatidae,10,10,0,0
15479,Influenza A virus (A/duck/Jiangxi/5916/2008(mixed)),Alphainfluenzavirus influenzae,Anatidae,12,12,0,0
15480,Influenza A virus (A/duck/Jiangxi/5945/2008(mixed)),Alphainfluenzavirus influenzae,Anatidae,19,19,0,0
15481,Influenza A virus (A/duck/Jiangxi/3008/2009(mixed)),Alphainfluenzavirus influenzae,Anatidae,17,17,0,0
15482,Influenza A virus (A/duck/Jiangxi/3078/2009(mixed)),Alphainfluenzavirus influenzae,Anatidae,22,22,0,0
15483,Influenza A virus (A/duck/Jiangxi/3779/2009(mixed)),Alphainfluenzavirus influenzae,Anatidae,26,26,0,0
15484,Influenza A virus (A/duck/Jiangxi/24570/2009(mixed)),Alphainfluenzavirus influenzae,Anatidae,17,17,0,0
15485,Influenza A virus (A/migratory duck/Jiangxi/10861/2005(H10N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
15486,Influenza A virus (A/migratory duck/Jiangxi/9334/2005(H10N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
15487,Influenza A virus (A/migratory duck/Jiangxi/10974/2005(H10N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
15488,Influenza A virus (A/duck/Jiangxi/13875/2005(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15489,Influenza A virus (A/duck/Jiangxi/13946/2005(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15490,Influenza A virus (A/duck/Jiangxi/302/2006(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15491,Influenza A virus (A/duck/Jiangxi/386/2006(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15492,Influenza A virus (A/duck/Jiangxi/422/2006(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15493,Influenza A virus (A/duck/Jiangxi/468/2006(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15494,Influenza A virus (A/duck/Jiangxi/501/2006(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15495,Influenza A virus (A/duck/Jiangxi/860/2006(H10N3)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15496,Influenza A virus (A/duck/Jiangxi/1410/2008(H10N7)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15497,Influenza A virus (A/duck/Jiangxi/1454/2008(H10N7)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15498,Influenza A virus (A/duck/Jiangxi/1591/2008(H10N7)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
15499,Influenza A virus (A/migratory duck/Jiangxi/20960/2008(H10N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
