Species,pathogenID,Host,hostID,Total Count,GenBank Count,RefSeq Count,Completed Count
Atadenovirus sp.,2671518,Neochmia temporalis,247735,1,1,0,0
Orthoavulavirus javaense,3051375,Cygnus olor,8869,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Callonetta leucophrys,75871,4,4,0,0
Avipoxvirus sp.,1928336,Oryzoborus crassirostris,3150545,1,1,0,0
Avipoxvirus sp.,1928336,Sporophila angolensis,2578067,1,1,0,0
Mason Creek virus,2651593,Cyanocitta cristata,28727,6,6,0,0
Rotavirus A,28875,Arremon taciturnus,1109026,2,2,0,0
Circovirus parrot,3047561,Cacatua alba,141836,7,7,0,3
Alphainfluenzavirus influenzae,2955291,Falco tinnunculus,100819,24,24,0,0
Alphainfluenzavirus influenzae,2955291,Accipiter gentilis schvedowi,258924,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Athene noctua,126797,8,8,0,0
Buffalo Bayou virus,2651592,Cyanocitta cristata,28727,2,2,0,0
Nyavirus sanjacintoense,2845026,Cyanocitta cristata,28727,1,1,0,0
Orthoavulavirus javaense,3051375,Turdus merula,9187,10,10,0,1
Bald eagle hepacivirus,2654971,Haliaeetus leucocephalus,52644,15,15,0,1
Orthobornavirus alphapsittaciforme,1548713,Ara macao,176014,23,23,0,0
Orthobornavirus alphapsittaciforme,1548713,Cacatua ophthalmica,141835,6,6,0,0
Orthobornavirus alphapsittaciforme,1548713,Ara chloropterus,176013,16,16,0,0
Orthobornavirus alphapsittaciforme,1548713,Agapornis personatus,60466,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Psittacula eupatria,232655,1,1,0,0
Deltacoronavirus sp.,1911231,Spatula discors,75842,3,3,0,0
Avian coronavirus,694014,Anser fabalis,132587,7,7,0,0
Avian coronavirus,694014,Chroicocephalus ridibundus,1192867,28,28,0,0
Avian coronavirus,694014,Larus canus,28681,8,8,0,0
Avian coronavirus,694014,Sturnus vulgaris,9172,1,1,0,0
Avian coronavirus,694014,Anser anser,8843,52,52,0,0
Avian coronavirus,694014,Aythya fuligula,219594,2,2,0,0
Avian coronavirus,694014,Cygnus olor,8869,25,25,0,0
Deltacoronavirus sp.,1911231,Sterna hirundo,108405,1,1,0,0
Deltacoronavirus sp.,1911231,Phasianus colchicus,9054,1,1,0,0
Deltacoronavirus sp.,1911231,Larus canus,28681,7,7,0,0
Deltacoronavirus sp.,1911231,Gallinago gallinago,107377,1,1,0,0
Deltacoronavirus sp.,1911231,Larus argentatus,35669,1,1,0,0
Orthoavulavirus javaense,3051375,Pica pica,34924,2,2,0,0
Orthoavulavirus javaense,3051375,Ichthyaetus ichthyaetus,126702,3,3,0,1
Orthoavulavirus javaense,3051375,Phalacrocorax carbo,9209,8,8,0,0
Orthoflavivirus usutuense,3048443,Passer montanus,9160,1,1,0,0
Orthoflavivirus usutuense,3048443,Panurus biarmicus,181101,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Anser cygnoides domesticus,8845,8,8,0,0
Estrildidae adenovirus 2,2609083,Poephila acuticauda,259256,1,1,0,0
Estrildidae adenovirus 1,2609082,Poephila acuticauda,259256,1,1,0,0
Gouldian finch adenovirus 1,1391178,Chloebia gouldiae,44316,4,4,0,0
Alphainfluenzavirus influenzae,2955291,Aythya marila,189534,100,100,0,0
Avastrovirus 2,1239438,Gallus gallus,9031,67,67,0,2
Orthoavulavirus javaense,3051375,Tadorna tadorna,75865,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Butorides striata,433628,8,8,0,0
Ciconiid herpesvirus 1,2605648,Ciconia ciconia,8928,1,1,0,0
Orthoavulavirus javaense,3051375,Calidris pusilla,279961,1,1,0,1
Duck calicivirus 2,2605442,Anas platyrhynchos,8839,2,2,0,1
Gull metapneumovirus,2605443,Larus marinus,8912,4,4,0,1
Gull coronavirus,2605444,Larus marinus,8912,3,3,0,0
Duck calicivirus 2,2605442,Anas rubripes,75857,6,6,0,0
Orthoflavivirus usutuense,3048443,Melanitta nigra,198027,1,1,0,1
Orthoavulavirus javaense,3051375,Calidris ruficollis,272047,1,1,0,0
Red-necked stint avastrovirus,2592512,Calidris ruficollis,272047,1,1,0,0
Red-necked stint gallivirus,2592516,Calidris ruficollis,272047,1,1,0,0
Red-necked stint Picornavirus B-like,2592520,Calidris ruficollis,272047,1,1,0,0
Avian coronavirus MW05,2724194,Calidris acuminata,192723,1,1,0,0
Sharp-tailed sandpiper Picornavirus B-like,2592521,Calidris acuminata,192723,1,1,0,0
Red-capped plover megrivirus,2592494,Charadrius ruficapillus,50399,1,1,0,0
Grey teal calicivirus,2592487,Anas gracilis,45630,1,1,0,0
Avian coronavirus,694014,Anas gracilis,45630,12,12,0,0
Grey teal parvovirus,2592488,Anas gracilis,45630,1,1,0,0
Grey teal picobirnavirus X,2592489,Anas gracilis,45630,2,2,0,0
Grey teal picobirnavirus y,2592491,Anas gracilis,45630,2,2,0,0
Grey teal picobirnavirus Z,2592490,Anas gracilis,45630,1,1,0,0
Rotavirus F,183405,Anas gracilis,45630,1,1,0,0
Rotavirus G,183407,Anas gracilis,45630,10,10,0,0
Avian coronavirus,694014,Tadorna tadornoides,45638,1,1,0,0
Australian shelduck avian sapelovirus,2592486,Tadorna tadornoides,45638,1,1,0,0
Hepatitis B virus,10407,Chenonetta jubata,45644,1,1,0,0
Pink-eared duck avastrovirus,2592511,Malacorhynchus membranaceus,45646,1,1,0,0
Pink-eared duck calicivirus II,2592510,Malacorhynchus membranaceus,45646,1,1,0,0
Pink-eared duck calicivirus I,2592509,Malacorhynchus membranaceus,45646,1,1,0,0
Pink-eared duck megrivirus,2592493,Malacorhynchus membranaceus,45646,1,1,0,0
Pink-eared duck picobirnavirus,2592517,Malacorhynchus membranaceus,45646,2,2,0,0
Rotavirus G,183407,Malacorhynchus membranaceus,45646,1,1,0,0
Pink-eared duck picornavirus,2592518,Malacorhynchus membranaceus,45646,1,1,0,0
Circovirus parrot,3047561,Bolborhynchus lineola,211877,1,1,0,0
Orthoflavivirus usutuense,3048443,Pyrrhula pyrrhula,37607,2,2,0,0
Orthoflavivirus usutuense,3048443,Pyrrhula erythaca,175815,1,1,0,0
Anatid alphaherpesvirus 1,104388,Anas platyrhynchos,8839,30,30,0,0
Anatid alphaherpesvirus 1,104388,Tadorna tadorna,75865,33,33,0,0
Anatid alphaherpesvirus 1,104388,Cairina moschata,8855,18,18,0,0
Orthoflavivirus nilense,3048448,Alopochen aegyptiaca,30382,1,1,0,0
Orthoflavivirus nilense,3048448,Cygnus olor,8869,1,1,0,0
Orthoavulavirus javaense,3051375,Phalacrocorax auritus,56069,13,13,0,3
Fowl aviadenovirus C,190063,Aix galericulata,8832,1,1,0,0
Orthoflavivirus usutuense,3048443,Strix aluco,111821,1,1,0,0
Orthoflavivirus usutuense,3048443,Columba livia,8932,2,2,0,0
Orthoflavivirus usutuense,3048443,Pica pica,34924,2,2,0,0
Orthoflavivirus usutuense,3048443,Alopochen aegyptiaca,30382,1,1,0,0
Hepacivirus sp.,2202624,Anas platyrhynchos,8839,30,30,0,0
Metaavulavirus kazakhstanense,3051369,Ichthyaetus ichthyaetus,126702,1,1,0,1
Metaavulavirus kazakhstanense,3051369,Chroicocephalus ridibundus,1192867,1,1,0,1
Orthoavulavirus javaense,3051375,Gyps fulvus,36247,2,2,0,0
Orthoavulavirus javaense,3051375,Milvus migrans,52810,1,1,0,0
Avian orthoreovirus,38170,Corvus brachyrhynchos,85066,10,10,0,0
Alphainfluenzavirus influenzae,2955291,Tadorna ferruginea,45639,240,240,0,0
Sindbis virus,11034,Nycticorax nycticorax,8901,1,1,0,0
Sindbis virus,11034,Streptopelia turtur,177155,1,1,0,0
Pernambuco nodavirus,2565391,Calidris pusilla,279961,1,1,0,0
Ruddy turnstone astrovirus,2565393,Arenaria interpres,54971,1,1,0,0
Ruddy turnstone calicivirus,2565394,Arenaria interpres,54971,1,1,0,0
Kedah fatal kidney syndrome virus,2576440,Gallus gallus,9031,15,15,0,0
Alphainfluenzavirus influenzae,2955291,Pygoscelis papua,30457,8,8,0,0
Orthoavulavirus javaense,3051375,Aquila chrysaetos,8962,3,3,0,1
Orthoavulavirus javaense,3051375,Pelecanus crispus,36300,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Anser anser domesticus,8843,10,10,0,0
Alphainfluenzavirus influenzae,2955291,Corvus splendens,701737,25,25,0,0
European roller astrovirus,2565896,Coracias garrulus,188338,1,1,0,1
Avibirnavirus gumboroense,3048151,Meleagris gallopavo,9103,12,12,0,0
Puffin papillomavirus 1,2562557,Fratercula arctica,28701,3,3,0,1
Duck papillomavirus 3,2562546,Anas platyrhynchos,8839,2,2,0,1
Kittiwake papillomavirus 2,2562551,Rissa tridactyla,75485,1,1,0,1
Duck papillomavirus 3,2562546,Anas rubripes,75857,11,11,0,0
Gull papillomavirus 2,2562548,Larus marinus,8912,1,1,0,0
Kittiwake papillomavirus 1,2562550,Rissa tridactyla,75485,2,2,0,0
Kittiwake papillomavirus 3,2562552,Rissa tridactyla,75485,1,1,0,0
Kittiwake papillomavirus 4,2562553,Rissa tridactyla,75485,4,4,0,0
Kittiwake papillomavirus 5,2562554,Rissa tridactyla,75485,1,1,0,0
Kittiwake papillomavirus 6,2562555,Rissa tridactyla,75485,1,1,0,0
Kittiwake papillomavirus 7,2562556,Rissa tridactyla,75485,1,1,0,0
Gammapolyomavirus avis,1891747,Psittacula eupatria,232655,2,2,0,2
Alphainfluenzavirus influenzae,2955291,Columba guinea,135627,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Threskiornis aethiopicus,100858,19,19,0,0
Gammapolyomavirus avis,1891747,Taeniopygia guttata,59729,1,1,0,0
Avulavirus sp.,2493083,Pygoscelis adeliae,9238,23,23,0,0
Avulavirus sp.,2493083,Pygoscelis antarcticus,79643,1,1,0,0
Metapneumovirus avis,3047384,Myiopsitta monachus,176066,1,1,0,1
Sindbis virus,11034,Columba palumbus,8934,1,1,0,1
Cyclovirus kacsa,3047812,Podiceps cristatus,345573,2,2,0,2
Cyclovirus kacsa,3047812,Anser erythropus,132586,1,1,0,1
Garrulus glandarius associated circular virus 1,2006642,Anas crecca,75839,1,1,0,1
Circovirus goose,3047842,Anas platyrhynchos,8839,2,2,0,1
Circovirus goose,3047842,Anser albifrons,50365,2,2,0,2
Chicken circovirus SDWF,2518641,Gallus gallus,9031,1,1,0,1
Orthoflavivirus nilense,3048448,Poecile atricapillus,48891,2,2,0,1
Fowlpox virus,10261,Spatula querquedula,75856,1,1,0,0
Orthoavulavirus javaense,3051375,Botaurus stellaris,188376,1,1,0,0
Orthoflavivirus nilense,3048448,Accipiter striatus,56330,10,10,0,1
Orthoflavivirus nilense,3048448,Buteo lineatus,223475,5,5,0,0
Orthoflavivirus nilense,3048448,Pica nuttalli,114087,4,4,0,0
Orthoflavivirus nilense,3048448,Baeolophus inornatus,142467,1,1,0,0
Orthoflavivirus nilense,3048448,Pheucticus melanocephalus,371919,1,1,0,0
Orthoflavivirus nilense,3048448,Calypte costae,371909,1,1,0,0
Orthoflavivirus nilense,3048448,Zenaida macroura,47245,6,6,0,3
Orthoflavivirus nilense,3048448,Falco sparverius,56350,6,6,0,4
Orthobornavirus alphapsittaciforme,1548713,Primolius maracana,178894,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Parus major,9157,8,8,0,8
Alphainfluenzavirus influenzae,2955291,Otis tarda,73107,8,8,0,8
Avipoxvirus sp.,1928336,Zenaida macroura,47245,12,12,0,0
Fowlpox virus,10261,Corvus brachyrhynchos,85066,4,4,0,0
Avipoxvirus sp.,1928336,Colinus virginianus,9014,1,1,0,0
Avipoxvirus sp.,1928336,Haliaeetus leucocephalus,52644,1,1,0,0
Avipoxvirus sp.,1928336,Aix sponsa,8833,1,1,0,0
Avipoxvirus sp.,1928336,Lanius ludovicianus,28713,1,1,0,0
Circovirus parrot,3047561,Platycercus eximius,141282,18,18,0,15
Circovirus parrot,3047561,Alisterus scapularis,458117,11,11,0,9
Reticuloendotheliosis virus,11636,Meleagris gallopavo silvestris,109974,2,2,0,0
Avian orthoreovirus,38170,Ciconia ciconia,8928,6,6,0,0
Avian orthoreovirus,38170,Ardea cinerea,30390,1,1,0,0
Avian orthoreovirus,38170,Larus argentatus,35669,1,1,0,0
Avian orthoreovirus,38170,Strix aluco,111821,1,1,0,0
Avian orthoreovirus,38170,Coloeus monedula,30423,2,2,0,0
Circovirus goose,3047842,Larus argentatus,35669,3,3,0,0
Circovirus goose,3047842,Columba livia,8932,3,3,0,0
Circovirus goose,3047842,Ciconia ciconia,8928,4,4,0,0
Circovirus goose,3047842,Fringilla montifringilla,36255,1,1,0,0
Circovirus goose,3047842,Coloeus monedula,30423,1,1,0,0
Blue tit circovirus,2495901,Cyanistes caeruleus,156563,1,1,0,0
Kammavanpettai virus,2282480,Sturnia pagodarum,451425,10,10,0,0
Alphainfluenzavirus influenzae,2955291,Grus virgo,9111,16,16,0,0
Mardivirus gallidalpha2,3050287,Strix uralensis,36305,1,1,0,0
Bubo bubo herpesvirus,2489502,Bubo bubo,30461,1,1,0,0
Orthoflavivirus nilense,3048448,Bubo virginianus,56268,17,17,0,11
Orthoflavivirus nilense,3048448,Pica hudsonia,158052,1,1,0,1
Orthoflavivirus nilense,3048448,Buteo jamaicensis,56263,11,11,0,9
Orthoflavivirus nilense,3048448,Baeolophus bicolor,88114,2,2,0,2
Alphainfluenzavirus influenzae,2955291,Larus schistisagus,119607,30,30,0,0
Avastrovirus 2,1239438,Recurvirostra novaehollandiae,2202208,2,2,0,0
Avian coronavirus,694014,Recurvirostra novaehollandiae,2202208,1,1,0,0
Avocet calicivirus,2212749,Recurvirostra novaehollandiae,2202208,1,1,0,0
Avocet megrivirus,2212751,Recurvirostra novaehollandiae,2202208,2,2,0,0
Avocet picornavirus,2212755,Recurvirostra novaehollandiae,2202208,1,1,0,0
Avocet picornavirus B,2212790,Recurvirostra novaehollandiae,2202208,3,3,0,0
Rotavirus G,183407,Recurvirostra novaehollandiae,2202208,11,11,0,0
Ruddy turnstone calicivirus A,2212768,Arenaria interpres,54971,1,1,0,0
Ruddy turnstone calicivirus B,2212769,Arenaria interpres,54971,1,1,0,0
Ruddy turnstone rotavirus,2212774,Arenaria interpres,54971,11,11,0,0
Shelduck calicivirus,2212776,Tadorna tadornoides,45638,1,1,0,0
Shelduck picobirnavirus I,2212779,Tadorna tadornoides,45638,2,2,0,0
Shelduck picobirnavirus II,2212780,Tadorna tadornoides,45638,2,2,0,0
Shelduck picobirnavirus III,2212781,Tadorna tadornoides,45638,1,1,0,0
Shelduck rhabdovirus,2212784,Tadorna tadornoides,45638,1,1,0,0
Gammapolyomavirus anseris,1891746,Columba livia,8932,3,3,0,0
Gammapolyomavirus anseris,1891746,Coloeus monedula,30423,1,1,0,0
Gammapolyomavirus anseris,1891746,Ciconia ciconia,8928,14,14,0,0
Alphainfluenzavirus influenzae,2955291,Chlidonias leucopterus,297806,8,8,0,0
Avian orthoreovirus,38170,Cygnus olor,8869,2,2,0,0
Avian orthoreovirus,38170,Falco peregrinus,8954,1,1,0,0
Avian orthoreovirus,38170,Aquila chrysaetos,8962,1,1,0,0
Avian orthoreovirus,38170,Coccothraustes coccothraustes,37609,1,1,0,0
Avian orthoreovirus,38170,Sylvia atricapilla,48155,1,1,0,0
Avian orthoreovirus,38170,Columba livia,8932,1,1,0,0
Fowlpox virus,10261,Meleagris gallopavo merriami,109973,4,4,0,4
Gammapolyomavirus anseris,1891746,Larus argentatus,35669,5,5,0,0
Gammapolyomavirus anseris,1891746,Ardea cinerea,30390,2,2,0,0
Avian orthoreovirus,38170,Buteo buteo,30397,1,1,0,0
Etapapillomavirus 1,197771,Fringilla coelebs,37598,29,29,0,0
Etapapillomavirus 1,197771,Pyrrhula pyrrhula,37607,2,2,0,0
Etapapillomavirus 1,197771,Carduelis carduelis,37600,1,1,0,0
Etapapillomavirus 1,197771,Chloris chloris,37601,1,1,0,0
Avian bornavirus,675389,Pionites leucogaster,345186,1,1,0,0
Avian bornavirus,675389,Eupsittula aurea,51898,1,1,0,0
Avian bornavirus,675389,Amazona brasiliensis,244070,1,1,0,0
Foot-and-mouth disease virus,12110,Columba livia,8932,1,1,0,0
Psittacine siadenovirus D,2845976,Nymphicus hollandicus,13180,1,1,0,0
Sindbis virus,11034,Bubulcus ibis,110668,1,1,0,1
Sindbis virus,11034,Somateria mollissima,76058,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Podiceps cristatus,345573,56,56,0,0
Avian leukosis virus,11864,Sibirionetta formosa,56278,10,10,0,0
Avian leukosis virus,11864,Anas platyrhynchos,8839,4,4,0,0
Orthoavulavirus javaense,3051375,Streptopelia decaocto,177147,40,40,0,23
Hapavirus flanders,1972612,Branta canadensis,8853,1,1,0,1
Rotavirus D,335100,Calidris pusilla,279961,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Chloephaga picta,8861,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Leucophaeus scoresbii,328019,8,8,0,0
Balagodu virus,2304618,Ardeola grayii,1158920,3,3,0,0
Paraavulavirus hongkongense,3052593,Aix galericulata,8832,1,1,0,1
Eagle poxvirus,2304054,Haliaeetus pelagicus,52647,1,1,0,0
Quail deltacoronavirus,2249315,Coturnix japonica,93934,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Tringa totanus,171271,10,10,0,0
Cyclovirus kacsa,3047812,Gallus gallus,9031,4,4,0,4
Chicken chapparvovirus 1,2109366,Gallus gallus,9031,1,1,0,0
Enterovirus F,1330520,Gallus gallus,9031,2,2,0,0
Alphainfluenzavirus influenzae,2955291,Haematopus palliatus,279960,32,32,0,0
Orthoavulavirus javaense,3051375,Asio otus,111810,6,6,0,1
Orthoavulavirus javaense,3051375,Buteo rufinus rufinus,116585,3,3,0,0
Orthoavulavirus javaense,3051375,Falco naumanni,148594,1,1,0,0
Orthobornavirus serini,1548720,Basileuterus culicivorus,85526,1,1,0,0
Dependoparvovirus anseriform1,1511895,Anser cygnoides,8845,2,2,0,1
Duck parvovirus NM100,1941434,Cairina moschata,8855,1,1,0,1
Avipoxvirus sp.,1928336,Gyps fulvus,36247,2,2,0,0
Orthoflavivirus nilense,3048448,Accipiter nisus,211598,2,2,0,1
Gyrovirus 10,2218660,Chauna torquata,30388,44,44,0,0
Gammacoronavirus sp.,2163008,Anas superciliosa,45632,3,3,0,0
Metaavulavirus hongkongense,3051372,Anas superciliosa,45632,26,26,0,0
Deltacoronavirus sp.,1911231,Anas superciliosa,45632,9,9,0,0
Aviadenovirus sp.,2217649,Anas superciliosa,45632,13,13,0,0
Alphachrysovirus shuangaoense,2560765,Cairina moschata,8855,4,4,0,0
Culex negev-like virus 3,2010275,Cairina moschata,8855,3,3,0,0
Adeno-associated virus,272636,Anas superciliosa,45632,3,3,0,0
Justusliebigvirus phi92,2956041,Cairina moschata,8855,1,1,0,0
Griffon vulture papillomavirus,2219104,Gyps fulvus,36247,1,1,0,0
Antarctic picorna-like virus,2184269,Anser anser,8843,1,1,0,0
Rotavirus D,335100,Anas platyrhynchos,8839,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Chloris chloris,37601,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Himantopus himantopus,225398,8,8,0,8
Canarypox virus,44088,Plectrophenax nivalis,161627,1,1,0,1
Strigid herpesvirus 1,2171489,Bubo virginianus,56268,1,1,0,0
Avian coronavirus,694014,Calidris ferruginea,217133,4,4,0,0
Avian coronavirus,694014,Anas superciliosa,45632,11,11,0,0
Avian coronavirus,694014,Egretta picata,2162957,5,5,0,0
Avian coronavirus,694014,Tadorna radjah,3151041,1,1,0,0
Avian coronavirus,694014,Calidris ruficollis,272047,11,11,0,0
Avian coronavirus,694014,Arenaria interpres,54971,23,23,0,0
Gammacoronavirus sp.,2163008,Arenaria interpres,54971,1,1,0,0
Deltacoronavirus sp.,1911231,Arenaria interpres,54971,1,1,0,0
Avian coronavirus,694014,Passer domesticus,48849,3,3,0,0
Avian coronavirus,694014,Bubulcus ibis,110668,15,15,0,0
Alphainfluenzavirus influenzae,2955291,Dendrocygna javanica,60182,32,32,0,0
Orthoavulavirus javaense,3051375,Acrocephalus dumetorum,68474,1,1,0,0
Rotavirus G,183407,Meleagris gallopavo,9103,22,22,0,21
Chicken gallivirus 1,1534550,Gallus gallus,9031,1,1,0,0
Phacovirus sp.,2108520,Gallus gallus,9031,2,2,0,0
unclassified avian avulavirus strain musk lorikeet/Melbourne/ML22-141263/2014,2115844,Glossopsitta concinna,176041,1,1,0,0
Cacatuid alphaherpesvirus 1,2115842,Cacatua galerita,141274,1,1,0,0
Podargid alphaherpesvirus 1,2115843,Podargus strigoides,8905,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Ortalis vetula,8984,15,15,0,0
Alphainfluenzavirus influenzae,2955291,Amazona albifrons,241569,1,1,0,0
Orthoavulavirus javaense,3051375,Accipiter gularis,258530,4,4,0,1
Orthoavulavirus javaense,3051375,Buteo lagopus lagopus,116580,8,8,0,2
Alphainfluenzavirus influenzae,2955291,Chroicocephalus cirrocephalus,1192863,8,8,0,0
Gammapolyomavirus anseris,1891746,Buteo buteo,30397,1,1,0,0
Circoviridae TaCV1,2094724,Thraupis episcopus,58209,1,1,0,1
Circoviridae TaCV2,2094725,Thraupis episcopus,58209,1,1,0,1
Fowlpox virus,10261,Buteo buteo,30397,3,3,0,0
Orthobunyavirus gamboaense,3052393,Geotrygon montana,115651,3,3,0,0
Neotropic cormorant aviadenovirus,2086357,Phalacrocorax brasilianus,37046,1,1,0,0
Neotropic cormorant herpesvirus,2086349,Phalacrocorax brasilianus,37046,2,2,0,0
Avian coronavirus,694014,Phalacrocorax brasilianus,37046,7,7,0,0
Duck astrovirus GII.A,905828,Anas platyrhynchos,8839,1,1,0,1
Lymphoproliferative disease virus,11961,Meleagris gallopavo silvestris,109974,10,10,0,0
Avisivirus AVE052/AsV,2080834,Gallus gallus,9031,1,1,0,1
Crahelivirus A,2734526,Grus japonensis,30415,1,1,0,1
Chaphamaparvovirus gruiform1,3059865,Grus japonensis,30415,1,1,0,1
Chaphamaparvovirus gruiform2,3059866,Grus japonensis,30415,1,1,0,1
Chaphamaparvovirus gruiform3,3059867,Grus japonensis,30415,1,1,0,1
Chaphamaparvovirus gruiform4,3059868,Grus japonensis,30415,1,1,0,1
Caliciviridae sp.,1916234,Grus japonensis,30415,1,1,0,0
Circovirus sp.,1964372,Grus japonensis,30415,4,4,0,4
Avian coronavirus,694014,Calidris alba,279936,1,1,0,0
Rynchops niger coronavirus,1934038,Rynchops niger,227184,1,1,0,0
Anser cygnoides coronavirus,1934040,Anser cygnoides,8845,3,3,0,0
Avian coronavirus,694014,Larus argentatus,35669,5,5,0,0
Avian coronavirus,694014,Clangula hyemalis,197941,1,1,0,0
Avian coronavirus,694014,Cygnus cygnus,219595,2,2,0,0
Avian coronavirus,694014,Larus fuscus,8915,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Coturnix japonica,93934,25,25,0,8
Avipoxvirus sp.,1928336,Diomedea exulans,46550,2,2,0,0
Gammapolyomavirus pypyrrhula,1891751,Taeniopygia guttata,59729,6,6,0,0
Gammapolyomavirus pypyrrhula,1891751,Chloebia gouldiae,44316,6,6,0,1
Gammapolyomavirus pypyrrhula,1891751,Serinus canaria,9135,3,3,0,0
Gammapolyomavirus pypyrrhula,1891751,Uraeginthus bengalus,247673,2,2,0,0
Gammapolyomavirus pypyrrhula,1891751,Amandava amandava,247729,1,1,0,0
Gammapolyomavirus pypyrrhula,1891751,Serinus leucopygius,3149693,1,1,0,0
Gammapolyomavirus pypyrrhula,1891751,Carduelis carduelis,37600,4,4,0,1
Gammapolyomavirus secanaria,1891752,Taeniopygia guttata,59729,8,8,0,2
Gammapolyomavirus secanaria,1891752,Carduelis carduelis,37600,5,5,0,2
Gammapolyomavirus secanaria,1891752,Pyrrhula pyrrhula,37607,1,1,0,0
Gammapolyomavirus pypyrrhula,1891751,Neochmia temporalis,247735,1,1,0,1
Avastrovirus 2,1239438,Anous tenuirostris,297803,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Ixobrychus eurhythmus,670346,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Grus nigricollis,40817,10,10,0,8
Circovirus parrot,3047561,Aquila audax,8961,1,1,0,1
Circovirus parrot,3047561,Haliaeetus leucogaster,52645,1,1,0,1
Circovirus parrot,3047561,Falco peregrinus,8954,1,1,0,1
Circovirus parrot,3047561,Corvus coronoides,108826,3,3,0,2
Metaavulavirus delawarense,3051374,Anser albifrons,50365,3,3,0,3
Metaavulavirus delawarense,3051374,Calidris minuta,670340,1,1,0,1
Orthobunyavirus mermetense,3052421,Mniotilta varia,182936,3,3,0,0
Salmonella phage SP1a,2109652,Gallus gallus,9031,4,4,0,0
Orthoavulavirus javaense,3051375,Acridotheres cristatellus,451382,1,1,0,0
Orthoavulavirus javaense,3051375,Ardea cinerea,30390,1,1,0,0
Orthoavulavirus javaense,3051375,Streptopelia turtur,177155,9,9,0,0
Orthoavulavirus javaense,3051375,Gallinula chloropus,9123,2,2,0,0
Orthoavulavirus javaense,3051375,Larus canus,28681,2,2,0,0
Orthoavulavirus javaense,3051375,Turdus philomelos,127946,1,1,0,0
Orthoavulavirus javaense,3051375,Pycnonotus sinensis,125283,1,1,0,0
Orthoavulavirus javaense,3051375,Copsychus saularis,343929,1,1,0,0
Circovirus goose,3047842,Anser fabalis,132587,1,1,0,1
