pathogen,pathogenID,eid2UpdatedVirusID,host,hostID,order,fromSequence,fromPublication,strongest evidence type,strongest evidence,included
lumpy skin disease virus,3494289,3494289,ovis aries,3434136,ruminantia,1,21,sequence (EID2),isolation,1
lumpy skin disease virus,3494289,3494289,syncerus caffer,3434174,ruminantia,0,1,Isolation,isolation,1
luna mammarenavirus,24333459,24333459,mastomys natalensis,3434397,rodentia,1,1,sequence (EID2),isolation,1
lunk mammarenavirus,26752259,29395400,mus minutoides,3434391,rodentia,1,0,sequence (EID2),isolation,1
lushi ml bat coronavirus,27304458,27304458,miniopterus schreibersii,3433300,chiroptera,1,0,sequence (EID2),isolation,1
lushi ml bat coronavirus,27304458,27304458,murina leucogaster,3658580,chiroptera,1,0,sequence (EID2),isolation,1
lutrine adenovirus type 1,2023343,28916458,lutra lutra,3433657,carnivora,1,0,sequence (EID2),isolation,1
luxi orthohantavirus,26205318,26205318,eothenomys miletus,3723992,rodentia,1,0,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,ateles belzebuth,3433412,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,ateles fusciceps,3433414,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,ateles geoffroyi,3433416,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,ateles paniscus,3433418,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,cercocebus atys,3433457,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,cercopithecus cephus,3433465,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,cercopithecus hamlyni,3433467,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,cercopithecus neglectus,3453703,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,cercopithecus nictitans,3453705,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,chlorocebus aethiops,3433463,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,colobus guereza,3449360,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,colobus polykomos,3433521,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,erythrocebus patas,3433471,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,gorilla beringei,3937198,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,gorilla gorilla,3433550,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,lagothrix lagotricha,3433433,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,lophocebus albigena,3521419,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,lophocebus aterrimus,3521417,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,macaca fascicularis,3433477,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,miopithecus talapoin,3453711,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,pan paniscus,3433556,primates,0,1,isolation,isolation,1
lymphocryptovirus 1,3682352,3682352,pan troglodytes,3433558,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,papio anubis,3433500,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,piliocolobus badius,3637878,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,pithecia pithecia,3466650,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,pongo pygmaeus,3433562,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,saguinus midas,3445685,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,saguinus oedipus,3433388,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,saimiri boliviensis,3441149,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,saimiri sciureus,3433437,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,sapajus apella,3433426,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 1,3682352,3682352,symphalangus syndactylus,3433546,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,cebus albifrons,3433424,primates,1,0,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,cercopithecus neglectus,3453703,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,chlorocebus aethiops,3433463,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,gorilla gorilla,3433550,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,macaca thibetana,3485541,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,mandrillus sphinx,3433506,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,papio hamadryas,3433504,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,piliocolobus badius,3637878,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,pongo pygmaeus,3433562,primates,1,1,sequence (EID2),isolation,1
lymphocryptovirus 2,24657645,24657645,symphalangus syndactylus,3433546,primates,1,1,sequence (EID2),isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,apodemus agrarius,3458388,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,apodemus flavicollis,3484976,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,apodemus sylvaticus,3434424,rodentia,1,3,sequence (EID2),isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,arvicola scherman,25926059,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,callimico goeldii,3433396,primates,1,0,sequence (EID2),isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,callithrix pygmaea,3433392,primates,1,0,sequence (EID2),isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,cavia porcellus,3434442,rodentia,1,31,sequence (EID2),isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,cricetulus griseus,3434272,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,homo sapiens,3433574,primates,1,94,sequence (EID2),isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,meriones unguiculatus,3434305,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,mesocricetus auratus,3434286,rodentia,0,1,Isolation,isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,micromys minutus,3438189,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,microtus agrestis,3443349,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,microtus arvalis,3472720,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,microtus pennsylvanicus,3434317,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,mus musculus,3434366,rodentia,1,231,sequence (EID2),isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,myodes glareolus,3891106,rodentia,0,1,antibodies,serelogy,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,rattus rattus,3434407,rodentia,0,1,isolation,isolation,1
lymphocytic choriomeningitis mammarenavirus,3436487,3436487,sciurus carolinensis,3445773,rodentia,0,1,antibodies,serelogy,1
lynx rufus gammaherpesvirus 1,27772743,27772743,lynx rufus,3497561,carnivora,1,0,sequence (EID2),isolation,1
lynx rufus gammaherpesvirus 2,27406666,27406666,lynx rufus,3497561,carnivora,1,0,sequence (EID2),isolation,1
macaca fascicularis adenovirus 1,24643287,24643287,macaca fascicularis,3433477,primates,1,0,sequence (EID2),isolation,1
macaca fascicularis cytomegalovirus 1,3765562,3765562,macaca fascicularis,3433477,primates,1,0,sequence (EID2),isolation,1
macaca fascicularis lymphocryptovirus,26205634,26205634,macaca fascicularis,3433477,primates,1,0,sequence (EID2),isolation,1
macaca fascicularis papillomavirus,3490912,3490912,macaca fascicularis,3433477,primates,0,1,isolation,isolation,1
macaca mulatta adenovirus 1,24643288,24643288,macaca mulatta,3433483,primates,1,0,sequence (EID2),isolation,1
macaca mulatta cytomegalovirus,3434829,3434829,macaca mulatta,3433483,primates,0,1,isolation,isolation,1
macaca mulatta cytomegalovirus,3434829,3434829,saguinus fuscicollis,3433382,primates,0,1,antibodies,serelogy,1
macaca mulatta cytomegalovirus,3434829,3434829,saguinus nigricollis,3433386,primates,0,1,antibodies,serelogy,1
macaca mulatta cytomegalovirus,3434829,3434829,saguinus oedipus,3433388,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,aotus trivirgatus,3433408,primates,0,1,PCR,PCR,1
macaca mulatta polyomavirus 1,26205414,26205414,callimico goeldii,3433396,primates,0,1,isolation,isolation,1
macaca mulatta polyomavirus 1,26205414,26205414,chlorocebus aethiops,3433463,primates,0,1,Isolation,Isolation,1
macaca mulatta polyomavirus 1,26205414,26205414,chlorocebus pygerythrus,3496402,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,homo sapiens,3433574,primates,1,627,sequence (EID2),isolation,1
macaca mulatta polyomavirus 1,26205414,26205414,macaca cyclopis,3526691,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,macaca fascicularis,3433477,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,macaca fuscata,3433479,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,macaca mulatta,3433483,primates,1,52,sequence (EID2),isolation,1
macaca mulatta polyomavirus 1,26205414,26205414,macaca nemestrina,3433485,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,macaca sylvanus,3433487,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,macaca tonkeana,3461541,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,pan troglodytes,3433558,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,papio anubis,3433500,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,papio hamadryas,3433504,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,papio ursinus,3453707,primates,0,1,antibodies,serelogy,1
macaca mulatta polyomavirus 1,26205414,26205414,saimiri sciureus,3433437,primates,0,1,antibodies,serelogy,1
macacine alphaherpesvirus 1,3434765,3434765,chlorocebus aethiops,3433463,primates,0,1,isolation,isolation,1
macacine alphaherpesvirus 1,3434765,3434765,chlorocebus pygerythrus,3496402,primates,0,1,antibodies,serelogy,1
macacine alphaherpesvirus 1,3434765,3434765,homo sapiens,3433574,primates,1,1310,sequence (EID2),isolation,1
macacine alphaherpesvirus 1,3434765,3434765,macaca assamensis,3433493,primates,0,1,antibodies,serelogy,1
macacine alphaherpesvirus 1,3434765,3434765,macaca cyclopis,3526691,primates,0,1,Isolation,isolation,1
macacine alphaherpesvirus 1,3434765,3434765,macaca fascicularis,3433477,primates,1,44,sequence (EID2),isolation,1
macacine alphaherpesvirus 1,3434765,3434765,macaca fuscata,3433479,primates,1,7,sequence (EID2),isolation,1
macacine alphaherpesvirus 1,3434765,3434765,macaca mulatta,3433483,primates,1,111,sequence (EID2),isolation,1
macacine alphaherpesvirus 1,3434765,3434765,macaca nemestrina,3433485,primates,1,4,sequence (EID2),isolation,1
macacine alphaherpesvirus 1,3434765,3434765,macaca radiata,3433489,primates,1,4,sequence (EID2),isolation,1
macacine alphaherpesvirus 1,3434765,3434765,macaca silenus,3485539,primates,1,1,sequence (EID2),isolation,1
macacine alphaherpesvirus 1,3434765,3434765,macaca sylvanus,3433487,primates,0,1,antibodies,serelogy,1
macacine betaherpesvirus 3,3473948,3473948,macaca fascicularis,3433477,primates,0,1,antibodies,serelogy,1
macacine betaherpesvirus 3,3473948,3473948,macaca mulatta,3433483,primates,1,63,sequence (EID2),isolation,1
macacine betaherpesvirus 3,3473948,3473948,macaca sylvanus,3433487,primates,0,1,antibodies,serelogy,1
macacine betaherpesvirus 9,26205638,29395402,macaca nemestrina,3433485,primates,1,1,sequence (EID2),isolation,1
macacine gammaherpesvirus 4,3469509,3469509,macaca fascicularis,3433477,primates,0,1,isolation,isolation,1
macacine gammaherpesvirus 4,3469509,3469509,macaca fuscata,3433479,primates,0,1,isolation,isolation,1
macacine gammaherpesvirus 4,3469509,3469509,macaca mulatta,3433483,primates,1,25,sequence (EID2),isolation,1
macacine gammaherpesvirus 5,3628488,3628488,chlorocebus aethiops,3433463,primates,1,3,sequence (EID2),isolation,1
macacine gammaherpesvirus 5,3628488,3628488,macaca fascicularis,3433477,primates,0,1,isolation,isolation,1
macacine gammaherpesvirus 5,3628488,3628488,macaca fuscata,3433479,primates,1,2,sequence (EID2),isolation,1
macacine gammaherpesvirus 5,3628488,3628488,macaca mulatta,3433483,primates,1,71,sequence (EID2),isolation,1
macacine gammaherpesvirus 5,3628488,3628488,macaca nemestrina,3433485,primates,0,1,isolation,isolation,1
macacine gammaherpesvirus 5,3628488,3628488,mandrillus leucophaeus,3433516,primates,1,0,sequence (EID2),isolation,1
macacine gammaherpesvirus 5,3628488,3628488,mandrillus sphinx,3433506,primates,1,0,sequence (EID2),isolation,1
macacine gammaherpesvirus 5,3628488,3628488,papio hamadryas,3433504,primates,1,0,sequence (EID2),isolation,1
macaque simian foamy virus,3793032,3793032,macaca arctoides,3433475,primates,0,1,isolation,isolation,1
macaque simian foamy virus,3793032,3793032,macaca mulatta,3433483,primates,1,1,sequence (EID2),isolation,1
machupo mammarenavirus,3436497,3436497,apodemus agrarius,3458388,rodentia,1,0,sequence (EID2),isolation,1
machupo mammarenavirus,3436497,3436497,calomys callosus,3488487,rodentia,1,7,sequence (EID2),isolation,1
machupo mammarenavirus,3436497,3436497,cavia porcellus,3434442,rodentia,0,1,isolation,isolation,1
machupo mammarenavirus,3436497,3436497,homo sapiens,3433574,primates,1,3,sequence (EID2),isolation,1
macropodid alphaherpesvirus 1,3613342,3613342,antechinus flavipes,3457988,dasyuromorphia,0,1,antibodies,serelogy,1
macropodid alphaherpesvirus 1,3613342,3613342,bettongia gaimardi,3692100,diprotodontia,0,1,serum neutralization test; antibodies; PCR,PCR,1
macropodid alphaherpesvirus 1,3613342,3613342,macropus giganteus,3433099,diprotodontia,0,1,Isolation,isolation,1
macropodid alphaherpesvirus 1,3613342,3613342,sarcophilus harrisii,3433081,dasyuromorphia,0,1,antibodies,serelogy,1
macropodid alphaherpesvirus 1,3613342,3613342,vombatus ursinus,3443428,diprotodontia,0,1,antibodies,serelogy,1
macropodid alphaherpesvirus 2,3535416,3535416,antechinus flavipes,3457988,dasyuromorphia,0,1,antibodies,serelogy,1
macropodid alphaherpesvirus 2,3535416,3535416,bettongia gaimardi,3692100,diprotodontia,0,1,serum neutralization test; antibodies; PCR,PCR,1
macropodid alphaherpesvirus 2,3535416,3535416,macropus giganteus,3433099,diprotodontia,0,1,Isolation,isolation,1
macropodid alphaherpesvirus 2,3535416,3535416,sarcophilus harrisii,3433081,dasyuromorphia,0,1,antibodies,serelogy,1
macropodid alphaherpesvirus 2,3535416,3535416,vombatus ursinus,3443428,diprotodontia,0,1,antibodies,serelogy,1
macropodid herpesvirus 3,3879345,3879345,macropus giganteus,3433099,diprotodontia,1,0,sequence (EID2),isolation,1
macropodid herpesvirus 6,27471584,27471584,setonix brachyurus,3445806,diprotodontia,1,0,sequence (EID2),isolation,1
madariaga virus,26532010,26532010,equus caballus,3433909,perissodactyla,1,0,sequence (EID2),isolation,1
madariaga virus,26532010,26532010,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
madariaga virus,26532010,26532010,sapajus apella,3433426,primates,1,0,sequence (EID2),isolation,1
madariaga virus,26532010,26532010,zygodontomys brevicauda,3631315,rodentia,0,1,PCR,PCR,1
madrid orthobunyavirus,3801754,29395092,homo sapiens,3433574,primates,1,1,sequence (EID2),isolation,1
main drain orthobunyavirus,3531115,29019696,equus caballus,3433909,perissodactyla,0,1,Isolation,isolation,1
main drain orthobunyavirus,3531115,29019696,oryctolagus cuniculus,3434201,lagomorpha,0,1,antibodies,serelogy,1
makokou virus,26303154,26303154,hipposideros ruber,3905976,chiroptera,1,0,sequence (EID2),isolation,1
malignant catarrhal fever virus in white-tailed deer,3695668,3695668,odocoileus virginianus,3434038,ruminantia,0,1,isolation,isolation,1
malignant rabbit fibroma virus,3434675,3434675,oryctolagus cuniculus,3434201,lagomorpha,0,1,isolation,isolation,1
malsoor virus,26532016,26532016,rousettus leschenaultii,3433257,chiroptera,1,0,sequence (EID2),isolation,1
mamastrovirus 1,26552795,26552795,homo sapiens,3433574,primates,1,58,sequence (EID2),isolation,1
mamastrovirus 1,26552795,26552795,macaca mulatta,3433483,primates,1,0,sequence (EID2),isolation,1
mamastrovirus 1,26552795,26552795,scotophilus kuhlii,3627544,chiroptera,1,0,sequence (EID2),isolation,1
mamastrovirus 10,3688849,3688849,mustela lutreola,3433674,carnivora,1,0,sequence (EID2),isolation,1
mamastrovirus 10,3688849,3688849,neovison vison,3895726,carnivora,1,0,sequence (EID2),isolation,1
mamastrovirus 11,4032420,29019770,zalophus californianus,3433737,carnivora,1,0,sequence (EID2),isolation,1
mamastrovirus 12,4021711,29019772,taphozous melanopogon,3658566,chiroptera,1,0,sequence (EID2),isolation,1
mamastrovirus 13,3512921,3512921,ovis aries,3434136,ruminantia,1,0,sequence (EID2),isolation,1
mamastrovirus 14,1239578,29019774,miniopterus magnater,3883825,chiroptera,1,0,sequence (EID2),isolation,1
mamastrovirus 15,4021712,29395180,taphozous melanopogon,3658566,chiroptera,1,0,sequence (EID2),isolation,1
mamastrovirus 16,1239580,29019776,pipistrellus abramus,3573948,chiroptera,1,0,sequence (EID2),isolation,1
mamastrovirus 17,4021665,29395178,hipposideros pomona,3789045,chiroptera,1,0,sequence (EID2),isolation,1
